,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
369,jicchamatome,"👴ビデオ速報:
来週の注目決算発表: $TSLA $GOOG $MSFT $AAPL $FB $AMZN - 全ての銘柄が良い決算を出してくると思う",2021-04-24 09:39:19+00:00,107023,5,24,515
370,NekoStocks,"来週の決算

4/26 AH $TSLA $NXPI
4/27 PM $UPS $MMM $LLY $NVS $SSTK
4/27 AH $AMD $MSFT $GOOGL $PINS $V $ENPH
4/28 PM $SHOP $SPOT $DISCA
4/28 AH $AAPL $FB $TDOC $NOW $QCOM
4/29 PM $MCD $MA $TMO $MRK
4/29 AH $AMZN $NIO $TEAM $ZEN $MVIS $GILD
4/30 PM $AZN $ABBV

テック＆ヘルスケア祭？",2021-04-24 01:58:02+00:00,29671,1,66,308
371,3X_ETF,"キャピタルゲイン増税可決されたとするやん？一説によると米国では譲渡益も配当益もキャピタルゲインに含まれるらしいんやけど、そうすると一番好まれる株は、
　①株価が安定して伸び売却不用
　②配当少なめ
　③自社株買い多め
な企業やと思う。

これ一番該当するんGAFAMで特にAAPL、MSFTやん。",2021-04-23 22:36:56+00:00,16605,5,19,243
372,BusinessFamous,"📦 Jeff Bezos $AMZN
🚗 Elon Musk $TSLA
🖥️ Bill Gates $MSFT
📱 Warren Buffett $BRK.B
🙂📘 Mark Zuckerberg $FB

You can invest as little as $1 a time alongside the RICHEST MEN ON THE PLANET

But you *don't know what to invest in*",2021-04-23 20:23:54+00:00,34353,22,46,292
373,TheJoyfulTrader,"$10,000 Invested 5 Years Ago:

$FB: ~$25,600
$GOOG: ~$32,200
$MSFT: ~$52,300
$AAPL: ~$57,000
$TSLA: ~$155,000
$NVCR: ~$155,500
$SQ: ~$165,000
$NVDA: ~$173,000
$AMD: ~$230,000
$ETSY: ~$240,000
$SHOP: ~$356,600
$BTC: ~$1,132,500

What future multibaggers are you buying today?",2021-04-23 14:01:00+00:00,20771,242,382,2014
374,StockDweebs,"Currently in:
1. $PLTR
2. $NTES
3. $UNFI
4. $AZN
5. $FB (new)

Waiting to enter:
1. $GOOG
2. $BAC
3. $GE
4. $NVDA
5. $T
6. $XLI
7. $XOM

Recent wins:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA
7. $SEAS
8. $JNJ

Recent losses:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX
5. $NFLX",2021-04-23 04:15:02+00:00,180521,40,29,455
375,alsabban1982,"▪️شركات
سيارات و طاقة $TSLA
وحوش $MSFT $GOOGL
تقنيةوانترنت $AAPL $FB $AMZN
أشباه موصلات $TSM

▪️صناديق هادئة
طاقةشمسية $TAN
طاقةبديلة $ICLN
 صناعة $XLI
ادويةوصيدلة $XLV

▪️صناديق نشطة
جينات $ARKG
انترنت المستقبل $ARKW

▪️سلع☠
مناجم ذهب $GOLD $KL
مناجم عملات (ر) $RIOT $MARA $CLSK https://t.co/a4Zky15nJf",2021-04-22 19:57:46+00:00,134795,7,32,611
376,SpacBobby,"I'm all for the rich paying higher taxes but increasing capitals gains taxes is the wrong approach.....

Why don't you close the loophole where big blue chip companies like $MSFT $APPL shift billions of profits off-shore and pay literally no taxes.",2021-04-22 19:34:30+00:00,52740,28,24,248
377,cinnamon_msft,"LINUX GUI APPS ON WINDOWS
LINUX GUI APPS ON WINDOWS
LINUX GUI APPS ON WINDOWS
🤯🤯🤯 https://t.co/4TW9zJ8eXN",2021-04-21 17:45:19+00:00,17930,28,85,630
378,StockDweebs,"Bought this week:
1. $AZN
2. $NFLX
3. $JNJ

Waiting to enter:
1. $SNAP
2. $UBER
3. $BABA
4. $FB
5. $AMD

Currently in:
1. $PLTR
2. $SEAS
3. $NTES
4. $UNFI

Recent wins:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA

Recent losses:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX
5. $EOG",2021-04-21 00:01:12+00:00,180521,15,14,357
379,DeItaone,"*MICROSOFT IS SAID TO HAVE BID $12 BILLION FOR DISCORD
$MSFT",2021-04-20 18:11:08+00:00,383311,32,69,475
380,DeItaone,"*Discord Has Walked Away From Sale Talks, Sources Say

*Discord Remaining Independent for Now With Eye on Potential IPO, Sources Say

*Discord Was in Advanced Talks With Microsoft
$MSFT",2021-04-20 17:13:54+00:00,383311,15,59,304
381,StockDweebs,"Trades bought this week:
1. $AZN
2. $NFLX
3. $JNJ

Waiting to enter (orders set)
1. $SNAP
2. $UBER

Currently  in:
1. $PLTR
2. $SEAS
3. $NTES
4. $UNFI
5. $EOG

Recent wins:
1. $MSFT
2. $GOOG
3. $DKS
4. $ON
5. $AMAT
6. $WBA

Reent losses:
1. $PLUG
2. $CRON
3. $KMX
4. $GBX

#stocks",2021-04-19 17:14:34+00:00,180521,22,22,330
382,cinnamon_msft,CASCADIA CODE IS IN VISUAL STUDIO!!! 💜💜💜 https://t.co/BheLAvJ7cB,2021-04-19 17:05:24+00:00,17930,12,16,205
383,karenfinerman,Last week on @cnbcfastmoney we played a merger idea game after $MSFT announced $NUAN deal. My idea: $PTON buys Tonal. And then I got this pic from the Stanford mall. Not since Smucker’s bought JIF peanut butter has a deal been this obvious. https://t.co/ETpO4i5U6F,2021-04-18 14:31:30+00:00,83003,35,8,268
384,jicchamatome,"👴前回好決算を出した銘柄一覧 (今回の決算にも注目)
$NFLX $AMD $MSFT $AAPL $FB $TEAM $BABA $GOOG $PYPL $PINS $U $PTON $LYFT $TWTR $TSM $INTC $SONO $AFRM $DIS $AMZN $NTR $RPRX $FVRR $ROKU $SQ $ZI $NVDA $RKT $SHAK $ZS $CRM $AMBA $VEEV $AI $ZM $BMBL $DOCU $OKTA $CRWD",2021-04-18 03:00:01+00:00,107024,13,66,669
385,Canny4,For all the hoopla about being at highs etc. I find setups to still be lacking and several of those have been stuffed. Much of the momentum sectors are getting sold hard. But all is well bc AAPL AMZN FB MSFT NVDA NFLX are strong. Mkt feels very thin and narrow kinda like my hair.,2021-04-15 15:37:47+00:00,67040,25,10,273
386,cinnamon_msft,"It's finally here!! The settings UI is officially inside Windows Terminal stable version 1.7, plus we have some new goodies inside Windows Terminal Preview 1.8! 🥳🥳

https://t.co/3eKbBJ5ESQ",2021-04-14 17:03:25+00:00,17930,31,231,848
387,JuiceHead33,"Between Avowed, Starfield, The Outer Worlds 2, InXile's new game, and TES 6...the next 5 years should be absolutely insane for RPGs. Probably getting something special every year. All of them from MSFT and probably only on Xbox",2021-04-14 00:42:56+00:00,12941,9,7,216
388,tradingview,"Market caps

1. Apple $AAPL $2.2 trillion
2. All cryptos combined $2.1T
3. Microsoft $MSFT $1.9T
4. Aramco $1.8T
5. Amazon $AMZN $1.7T
6. Alphabet $GOOGL $1.5T
7. #Bitcoin $1.2T
8. Facebook $FB $890B
9. Tencent $760B
10. Tesla $TSLA $730B

Note: Gold market cap ~$10 trillion",2021-04-13 19:35:01+00:00,320673,40,256,1125
389,Dave_Fraser_,"Nancy Pelosi bought $10 million in $MSFT shares two weeks before it was announced they won a $22 billion government contract.

She sits on the committee that awarded the contract. How is that legal?

*Disclaimer: I vote Democratic so this isn't some random hit piece on Dems.",2021-04-13 15:46:42+00:00,1514,22,60,539
390,msft_fml,Producers spend hours making music and don't release it,2021-04-13 15:41:56+00:00,2699,65,207,1858
391,SatoshiAlien,"Nancy Pelosi has to be the biggest savage on Congress. Buys $CRWD a month before the treasury hack is announced, buys $MSFT 2 weeks before the Hololens defense deal. My hero.",2021-04-13 01:21:57+00:00,8965,44,56,631
392,Chrisjjosephs,"Speaker Pelosi &amp; husband buys about $10,000,000 of $MSFT in March and a couple weeks later, the Pentagon announces massive $22B contract with $MSFT 

Yet my brother who works in banking is stuck buying ETF’s and Mutual Funds

@litcapital need you to work your magic with this one",2021-04-13 00:00:35+00:00,1074,153,954,6620
393,Michigandolf,"We can be mad about @SpeakerPelosi's blatant corruption front running $MSFT &amp; $TSLA on insider info or we can beg her to start a Discord trading subscription service.

The choice is clear.",2021-04-12 23:52:41+00:00,19138,12,61,477
394,chrissyfarr,"Wow Microsoft is going to be a really big health care player. More than 500,000 doctors use Nuance - and it integrated with all the big EHRs. This probably doubles MSFT’s TAM in the sector.",2021-04-12 16:00:23+00:00,69610,26,35,274
395,JerryCap,"$MSFT Long Thesis

Thread 👇

1/n

Trillion dollar company that is allowed to do acquisitions",2021-04-12 14:03:23+00:00,24761,16,44,766
396,jimcramer,Nuance buy extraordinary.. Brilliant even. MSFT will have all the data doctors need and will give them time to be doctors . They will have Epic and Cerner data. That's all you need to own health care at its source.,2021-04-12 13:55:18+00:00,1751856,48,50,387
397,PandaOptions,"Pandas Weekly Watchlist 🐼

$QQQ 340c over 338, 325p under 326
$TSLA 720c over 700, 640p under 654
$AMZN 3430c over 3400, 3220p under 3250
$NFLX 565c over 557, 530p under 535
$MSFT 260c over 257, 240p under 245
$JPM 160c over 158, 150p under 151",2021-04-11 22:00:28+00:00,33139,10,46,288
398,MarketRebels,$MSFT in talks to buy $NUAN for $16 billion,2021-04-11 17:28:39+00:00,130896,17,28,237
399,DeItaone,"MICROSOFT IS SAID TO BE IN ADVANCED TALKS TO BUY NUANCE COMMUNICATIONS

$MSFT 
$NUAN",2021-04-11 15:35:32+00:00,383329,17,106,549
400,puppy_trades,"$SPY passed 410 and is in the late stages of its rally from the 9/24 low. A buying opportunity to ride $SPY to 460-500 is coming

Here's why
- $QQQ $MSFT and $XLY show the market still has upside in the short-term
- $QQQ will outperform $SPY and reach 354

https://t.co/46J21oWcZq",2021-04-10 23:53:25+00:00,27241,40,29,224
401,PandaOptions,"Time for some Chart Requests! 🐼
 
- Limit 1 per person
- No penny stocks
- Will do as many as I can 

Please Like and Retweet! Thank you

$SPY $AMZN $AAPL $BA $NFLX $GOOGL $SHOP $TSLA $AMD $ROKU $NVDA $FB $TTD $PYPL $DOCU $CCIV $ETSY $SQ $MSFT $BABA $ZM #StocksToWatch",2021-04-10 15:01:47+00:00,33139,196,65,269
402,WS_Enfurecido,"Como muchos sabéis tengo acciones de $MSFT y además, me encanta la Xbox. 

Cuando leo a inversores analizar Microsoft suelen decir que Xbox no tiene grandes ventajas competitivas, y dentro del mundo de los videojuegos la gente cree que Xbox Game Pass no es rentable. 

🧵 https://t.co/dJHwQ9EOuU",2021-04-10 10:00:09+00:00,7368,17,85,289
403,wsbmod,"Ever since I got the vaccine I can’t stop buying MSFT calls. Over and over - dozens of times a day. 

Anyone else?",2021-04-07 14:30:00+00:00,866258,187,180,3092
404,cinnamon_msft,"Sneak peek of my demo for tomorrow's #HelloWorldLive episode: how to customize your Windows Terminal in less than 5 minutes!

Make sure to watch it live at 10:30 AM PT at https://t.co/bTYexDkpQp! https://t.co/SpIylymSIv",2021-04-06 22:49:23+00:00,17930,14,65,346
405,garyblack00,"If 10yr Treas ylds remain stable, FAANG+MT stocks should outperform as we enter the 1Q earnings period. With strong post-covid revenues and leveraged cost structures (no travel, working from home), 1Q earnings and guidance should be excellent. $aapl $msft $googl $amzn $fb $tsla",2021-04-06 11:49:56+00:00,85543,12,22,390
406,cinnamon_msft,"Started playing around with Oh my Posh 3 and I am *obsessed* with my prompt 🥰

https://t.co/2kkOo7wyIi @jandedobbeleer https://t.co/kW4kgofb7x",2021-04-06 01:20:51+00:00,17930,15,17,241
407,ripster47,"#wrap #recap (1st - 5th April)

Alerts + Ideas 
$MARA 46&gt;55💰
$TSLA 655-&gt;715 💰
$MSFT 240&gt;249 💰
$GOOGL 2145&gt;2228 100% 2200c 💰
$FB 300/305&gt;310 100%  310c 💰

SPY/QQQ Guidance Alerts

$SPY 398-&gt;406 💰
$QQQ 317-&gt;331💰

Others
$AMPG $SSNT

*All Timestamped",2021-04-05 21:32:33+00:00,243253,22,15,252
408,ripster47,"#tradingtips 
What did I say about Trend?

Quit buying dips in FOMO!

Wait for Trend Day to build, confirmation!
Buy high Sell higher $MSFT $FB $GOOGL $TSLA

If you listen to my teachings , you all should have done well🙏",2021-04-05 16:11:05+00:00,243253,13,15,315
409,skaushi,"Credit Suisse Assumes 👇

$U Outperform PT $170
$MSFT Outperform PT $265
$CRM Outperform PT $260
$PANW Outperform PT $425
$SHOP Neutral PT $1350",2021-04-05 03:14:15+00:00,42881,7,20,211
410,kevintrades,"Options Watchlist for the week:

MSFT 
CRM 
AMZN 
NEE 
FB
RIOT
AAPL",2021-04-04 19:28:00+00:00,16485,3,17,217
411,ZenTraderEW,"#watchlist list for next week:
$PLTR - wins new contract with US Dept $89mil
$TSLA - record delivery, ~185k vehicles in 1Q
$BA - still consolidating, watch support at $249 and $237
$MSFT - went up due to news on gov contract, look for some consolidation before ATH
$PLUG",2021-04-04 18:16:41+00:00,8801,11,40,361
412,MarketRebels,"$MSFT is working on augmented reality headsets for the US Army, the $22 billion deal was announced last week",2021-04-04 18:15:00+00:00,130906,7,31,216
413,MIT_CSAIL,"Microsoft was founded #otd in 1975. 

Time since these launches/acquisitions...

38 yrs: Word
36 yrs: Windows
31 yrs: Office
26 yrs: Internet Explorer
20 yrs: Xbox
12 yrs: Bing
10 yrs: buys Skype
9 yrs: Surface
8 yrs: buys Nokia
7 yrs: Cortana
5 yrs: Teams, buys LinkedIn

#MSFT https://t.co/qT2TRHOgE9",2021-04-04 14:14:00+00:00,191151,17,89,384
414,jicchamatome,"- GAFAM: $FB $GOOG $MSFT が特にいいチャートで注目
- $FB: GAFAMの中で一番旬だと思う、個人情報流出の材料を克服して株価が上に抜けられるなら非常にパワフル
- $U $AFRM $AI: ホールドOK、その辺は大丈夫
- $SQ: 決算○なので買い。もしフィデリティーのビットコインETFが承認されれば多分売る",2021-04-04 14:02:06+00:00,107024,8,18,296
415,StockMKTNewz,"Largest U.S based stocks that currently pay a dividend

Apple $AAPL
Microsoft $MSFT
JPMorgan $JPM
Visa $V
$JNJ
Walmart $WMT
Mastercard $MA
UnitedHealth $UNH
Nvidia $NVDA
$BAC
$PG
Home Depot $HD
Comcast $CMCSA
Intel $INTC
Verizon $VZ
Exxon $XOM
Coca-Cola $KO
AT&amp;T $T
Cisco $CSCO",2021-04-03 00:16:32+00:00,117628,9,34,206
416,BusinessFamous,"💰💰💰

$1000 of $MSFT earns $9.50 dividends/year

$1000 of $AFL earns $25.80 dividends/year

$1000 of $KO earns $31.90 dividends/year

$1000 of $MO earns $67.20 dividends/year

$1000 of $RYLD earns $105.70 dividends/year

Do you buy from the top of this list or the bottom?",2021-04-01 16:09:38+00:00,34355,46,96,555
417,PythiaR,"Portfolio as of March 31, 2021. 

$LBRDK $GFL $CSU.TO $TDG $INFO $MSFT $FB $PVF.UN $SYK $MA $IAC $HEI $MTCH $CGNX $LVMUY $ADSK $CHE $PIF.TO $BAM $RICK $MVP.TO $AMAT $TSM $HOM.UN

YTD: +4.24% (SPX +4.78% in CAD)
1 Year: +54.89% (SPX +38.14%)
3 Years: +22.32% (SPX 15.77%) https://t.co/5x2IkxvM2L",2021-04-01 13:54:01+00:00,29358,36,20,274
418,bdsams,"Army: Hey msft, can you make us a splinter cell thing?

Msft: ya, sure. https://t.co/sZFADqhfQ4",2021-03-31 20:52:11+00:00,40954,5,22,242
419,cinnamon_msft,"💡 Terminal tip: Want to search for a keyword inside Windows Terminal? Type Ctrl+Shift+F to open the search box!

https://t.co/yHlN9lRMy9 https://t.co/89iTfJuUin",2021-03-31 19:17:56+00:00,17930,10,51,221
420,DeItaone,"*MICROSOFT CONTRACT WITH ARMY WORTH AS MUCH AS $22 BILLION
$MSFT",2021-03-31 19:00:24+00:00,383343,26,110,566
421,carlquintanilla,"* MICROSOFT - CONCERNED ABOUT MANY ASPECTS OF GEORGIA'S NEW ELECTION INTEGRITY ACT - BLOG
 
* MICROSOFT - FROM OUR PERSPECTIVE, THERE IS NO RATIONAL BASIS FOR GEORGIA 
LEGISLATURE TO AUTHORIZE SECURE DROP BOXES BUT LIMIT THEIR USE ""SO SEVERELY"" 

@Reuters $MSFT",2021-03-31 17:03:57+00:00,316050,14,51,207
422,ITguySoCal,"Did you know that you can use the same AAD Incident Response PowerShell Module that the MSFT DART team uses? This is a great companion to the Hawk and Sparrow tools. #DFIR
Install-Module -Name AzureADIncidentResponse
https://t.co/QuaerX6yqg https://t.co/iYcszWhcC3",2021-03-30 22:58:34+00:00,2679,7,127,336
423,AznWeng,"This is a bullish sign for tech and cloud earnings: $AMZN, $MSFT and $GOOG are all ramping up hiring within their Cloud divisions (AWS/Azure/Google Cloud). The total # of new job openings for all 3 combined is up 43% YoY. (1/6) https://t.co/vNRbrsvPqf",2021-03-30 13:59:57+00:00,11771,25,106,624
424,studioincendo,"Today #CarrieLam said the Information Technologies sector troubles her a lot “IT Workers are not accredited professionals”

Does she know AAPL, MSFT, AMZN, GOOGL, FB &amp; Tesla accounting for nearly 25% of the total market value of S&amp;P 500? Thought the gov has been pushing high tech",2021-03-30 12:40:24+00:00,34313,11,281,322
425,LiviamCapital,"Still astounds me how much free cash flow $AAPL is making. For context it did ~$80B cash flow vs $7B in capex.

$AMZN did $66B in CF and $40B (!!) in capex.
 
$GOOG did $65B in CF and $22B in capex.

$MSFT did $60B CF and $15B capex.",2021-03-28 15:51:26+00:00,30113,30,47,443
426,Dividend_Dollar,"Earning a dividend EVERY month can be done with these 12 stocks

Many will overlap paying you multiple dividends on certain months

Here is a mix of High, Moderate, &amp; Dividend Growth stocks

$WMT
$SBUX
$HD
$KO
$VZ
$MSFT
$MO
$LOW
$AVGO
$JPM
$ABBV
$MMM

Do you own any of these? https://t.co/MZ1dxOit8m",2021-03-27 17:10:57+00:00,29592,30,120,628
427,alsabban1982,"$AAPL 100$
$ARKG 60$
$ARKW 100$
$BYND 100$
$CRSP 80$
$CSCO 35$
$CSIQ 100$
$CVS 60$
$FB 200$
$FRT 70$
$GOOGL 1400$
$GSK 30$
$PG 100$
$MP 30$
$MSFT 200$
$TSLA 300$
$JNJ 130$
$PFE 30$
$TSM 100$
$ICLN 20$
$TAN 80$
$NVO 55$
هذه امثلة لو وصلها السهم باعطيه الاولوية في الدفعات+التعديل",2021-03-26 21:22:11+00:00,134795,5,16,309
428,cinnamon_msft,"The year we shipped Windows Terminal 1.0 🔥

Thanks @github, I absolutely love it 🥰 https://t.co/Ld0XeLfSga",2021-03-26 18:30:14+00:00,17930,15,9,472
429,Investingcom,"*MICROSOFT IN ADVANCED TALKS TO ACQUIRE DISCORD FOR $10 BILLION OR MORE 

$MSFT https://t.co/N0HJH54bdz",2021-03-26 06:20:24+00:00,599537,16,65,316
430,SuperMugatu,This whole #SuezCanal situation just goes to show why the future of #logistics is all about drones operating using #AI trained on data on the #blockchain. Exciting new SPACs giving investors opportunities in this space! $BTC $TSLA $FB $GOOG $AMZN $MSFT $SE $BABA $ARKK https://t.co/6dXtk3Wxbz,2021-03-25 18:39:50+00:00,63587,3,19,207
431,jicchamatome,"👴速報:
$AAPL $GOOG $FB $AMZN $MSFT: だいぶ休養して割安感が強くなってる。 $DOCU $ZM $OKTA も好きだけれどもこれらに加えてGAFAMも好き。未来はこっちのネット系の株だと思う。",2021-03-25 11:57:57+00:00,107024,0,14,305
432,StockDweebs,"$MSFT &amp; $GOOG...

1. #Microsoft and #Google are winners for the future in my opinion

2. Big-tech names that are setting up the best

3. Continuously trending higher on the weekly timeframe - as long as it can hold the blue lines, it's still in a trend to buy the dip https://t.co/LBlQwzZPPn",2021-03-25 10:39:52+00:00,180521,25,12,231
433,_msft_xx,@AryAtypical @erxckkv hardstop lucas had me in tears constantly,2021-03-24 16:24:19+00:00,421,4,36,1748
434,taritariblog,"SP500のハイテク企業を対象に注目5銘柄をピックアップしてみました！

①ビザ（決済サービス）
②KLA（半導体）
③MSFT（ソフトウェア）
④エヌビディア（半導体）
⑤TXN（半導体）

売上成長率・利益率・ROEなどで上位にランキングしている企業の内、比較的PERが低いものをピックアップです！",2021-03-24 09:29:00+00:00,64154,2,16,221
435,BusinessFamous,"What do all these companies have in common?

🔨 $HD
🧻 $PG
💡 $ED
🛰 $GD
🚬 $MO
🔋 $ALB
🦆 $AFL
🚧 $CAT
⚡️ $NEE
🩹 $JNJ
🧼 $CLX
🧬 $CAH
🧂 $MKC
🛒 $TGT
🌽 $ADM
👟 $NKE
🔬 $MRK
🚰 $AWK
🛢 $CVX
🍟 $MCD
🖌 $SHW
📱 $AAPL
💻 $MSFT
💊 $ABBV
☕️ $SBUX
📦 $CUBE
🧊 $COLD

#dividendpayers",2021-03-24 00:36:38+00:00,34355,37,80,390
436,cinnamon_msft,"💡 Terminal tip: Want to access all of the commands available to you in Windows Terminal? Type Ctrl+Shift+P to open the command palette!

Bonus: You can even make your own commands to open custom configurations 😉

https://t.co/96x4bwt4jU https://t.co/p8dGwD6nxH",2021-03-23 20:56:46+00:00,17930,17,138,537
437,davidscottjaffe,Well I honestly don’t think MSFT cares what you believe as long as you subscribe. MSFT prob doesn’t care that a vocal minority of wanna be MBA Gamers on the net are suggesting they are too stupid to run the numbers on a company initiative as big and important as Gamepass. :) https://t.co/IKLEJg9pv7,2021-03-23 19:25:36+00:00,60636,23,40,330
438,honam,"No one talks about $INTU these days which is $105B market cap. 26 years ago almost exited to MSFT at $1.5B. Govt blocked deal. 26 yrs later 70x return is 17% IRR, not including dividends. Some want the early exit. I would rather wait. Not just for $ but chance to build great one.",2021-03-23 19:01:19+00:00,36504,14,16,319
439,alphacharts365,"It looks like the Megacaps are making the market $QQQ look ok on the surface, but under the surface distribution is and has been happening. These big liquid names make it easier for institutions to exit easier if they choose to. Just an observation. $AAPL $AMZN $GOOG $FB $MSFT https://t.co/fEq5GaxiFs",2021-03-23 16:27:09+00:00,35123,20,22,212
440,Dividend_Dollar,"You do not make money in the stock market unless you SELL a stock

The only other way is via a DIVIDEND

Dividends are a great way to build wealth

$O
$STOR
$ABBV
$HD
$MO
$T
$WMT
$AAPL
$MSFT
$JNJ

10 GREAT dividend paying stocks",2021-03-23 14:45:07+00:00,29592,25,76,438
441,Investingcom,"*Microsoft in talks to acquire Discord for more than $10 billion - https://t.co/udAfHXnneo 

$MSFT https://t.co/R071MnsOm8",2021-03-23 10:30:00+00:00,599539,12,53,273
442,MarketRebels,$MSFT in talks to acquire Discord for more than $10 billion,2021-03-23 02:48:53+00:00,130926,12,44,292
443,stocktalkweekly,$MSFT is in talks to acquire @discord for more than $10 billion,2021-03-23 02:14:55+00:00,83730,18,38,313
444,roundhill,"*Microsoft In Talks To Acquire Discord

• Microsoft is in talks to acquire gaming communication platform Discord for more than $10 billion, according to Bloomberg.

$MSFT",2021-03-23 02:01:24+00:00,17888,25,88,453
445,cfromhertz,*MICROSOFT SAID TO DISCUSS BUYING DISCORD FOR MORE THAN $10 BLN $MSFT,2021-03-23 01:52:05+00:00,50798,22,100,394
446,jicchamatome,"👴今回良い決算を出した銘柄一覧
$NFLX $AMD $MSFT $AAPL $FB $TEAM $BABA $UPS $GOOG $BMY $PYPL $PINS $U $PTON $LYFT $TWTR $TSM $INTC $SONO $AFRM $DIS $AMZN $NTR $RPRX $FVRR $ROKU $SQ $ZI $NVDA $RKT $SHAK $ZS $CRM $AMBA $VEEV $AI $ZM $BMBL $DOCU $OKTA $CRWD",2021-03-22 12:45:00+00:00,107024,7,91,933
447,anandchokkavelu,"Contenders for hardest to disrupt...
$SBUX for coffee
$GOOG for search
$DIS for childhood
$AMZN for online retail
$TWTR for breaking news
$MO for Marlboro
$AAPL for phones
$PG for Tide laundry detergent
$MSFT for its office solutions

What else?",2021-03-21 12:40:01+00:00,21225,72,43,416
448,cinnamon_msft,"Here’s to 25! 🎂

(Which looks exactly like 24 except this table is my desk now 😅) https://t.co/RiRPkeNQ4T",2021-03-20 16:38:42+00:00,17930,72,14,755
449,benedictevans,"If I worked in tech antitrust policy, I would really want to understand why all the cases against Microsoft 20 years ago were such an unqualified failure. You won, yet achieved nothing, and then MSFT’s dominance went away anyway. Why? https://t.co/M00sSJUFOL",2021-03-20 10:09:49+00:00,325155,18,54,226
450,jimcramer,"Yes, it is ridiculous that the ten year treasury's decline in value (rise in rates) translates into big selling of $MSFT, $AMZN, $AAPL and the like but that's algorithms set to the ten year and nothing else.  Accept it and plan accordingly for 2% ten year...",2021-03-18 09:34:21+00:00,1751860,188,123,1353
451,cinnamon_msft,Windows Terminal now ships inside Windows! Go get the latest Dev Channel build!! https://t.co/fyef8nlvyX,2021-03-17 17:32:19+00:00,17930,26,92,565
452,msft_fml,I don’t trust muscled djs,2021-03-17 01:46:23+00:00,2699,15,11,205
453,garyblack00,"All the mega caps strong today except $TSLA:
$AAPL +1.6%
$MSFT +1.9%
$AMZN +0.6%
$GOOG +1.6%
$FB +1.8%
$TSLA -2.1%
Buy the dip.",2021-03-16 16:50:12+00:00,85544,40,36,640
454,WallSt_Dropout,"Very soon, the market may go from pricing in earnings 'rebounds' to earnings 'growth.'  

Expected FCF CAGR '20-'22

$AMZN:  ~40%
$FB: ~25%
$CRM:  ~20%
$MSFT: ~15%
$NVDA:  ~35%
$GOOGL: ~20%
 
It's not fancy.",2021-03-16 12:52:37+00:00,8064,11,17,230
455,LadeBackk,"I’m missing a bunch, but here’s some gems 💎 I was pounding on before they blew up...

First number is when I first started playing them

$FCEL $2.90-$30
$SAM $400-$1200
$SEDG $130-$300+
$MSFT $100-250
$BX $35-75
$AMD $17-90+
$TGT $80-$193
$NET $17-$95
$BLNK $2-60
$PLUG $5-$75",2021-03-16 00:35:33+00:00,116121,21,12,242
456,garyblack00,"The Big 6 S&amp;P mega caps (AAPL, MSFT, AMZN, GOOG, FB, TSLA) make up 22% of the S&amp;P 500. Active mgrs w/S&amp;P bm have to hold some mega caps or take huge career risk. On valuation, $FB at 1.1x PEG is cheapest. On growth, $TSLA offers the most at 59% CGR (2x #2 AMZN) but at 2x the P/E. https://t.co/IOVN8kETIP",2021-03-15 19:20:19+00:00,85545,5,27,297
457,cadeinvests,"$AAPL is in every pocket.

$MSFT is in every office.

$PG is in every household.

$FDX is in every city.

Some of the best stock picks are right in front of you.",2021-03-15 13:22:13+00:00,10109,12,65,410
458,rachels_44,"$PLTR broke out of a wedge on the weekly with bullish MACD on the daily. Can see follow through if above 26.92.

Resistance📈: 26.9, 28.3, 30.4, 31.9, 33.1

Support📉: 25.2, 24.7, 24.3, 22.5, 20.2, 18

$QQQ $MSFT $MDB $OKTA $ORCL $SPLK $ZS https://t.co/bRJKz95IpV",2021-03-14 20:46:50+00:00,38578,12,37,243
459,MIT_CSAIL,"Microsoft went public 35 years ago today.

If you had bought $1,000 in MSFT stock in 1986, it would be worth more than $700,000 today. 

$MSFT #MSFT #Microsoft 

(cover @FortuneMagazine) https://t.co/vVuJJCZ2Lb",2021-03-13 14:41:00+00:00,191152,11,59,245
460,HeroDividend,"Dividend ETFs🤩

$VIG         vs.        $VYM

         Top 5 holdings               
$MSFT                  $JPM
$WMT                   $JNJ
$DIS                       $PG
$JNJ                      $BAC                              
$V                           $INTC",2021-03-13 12:53:55+00:00,31719,17,32,246
461,DividendGrowth,"Bill Gates owned 49% of Microsoft $MSFT when it went public in 1986

He would be worth $766 billion today, if he never sold or donated a single share

He would have received a dividend check for $1,809,884,160 every three months",2021-03-12 17:55:00+00:00,81898,18,88,551
462,MSFT_BusinessDE,"Ob bei Reifen, beim Austausch von Renndaten oder der Software: Lucas Luhr erklärt im Talk, warum man mit Originalen auf der sicheren Seite ist: 
https://t.co/fLLBA37L6J
#BleibEchtTalk #OriginalSoftware https://t.co/ggmmXYvHyz",2021-03-12 15:25:16+00:00,16351,23,27,269
