Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,vader_sentiment,vader_score
73,73,Dividend_Dollar,"If you had to pick a stock for the next 10 years from these categories/industries, which would it be?

Here is how I would go

High-Yield Dividend: $ABBV
Big Tech: $MSFT
E-Commerce: $AMZN
REIT: $IRM
Small Cap: $DMTK
Mid Cap: $ROKU
Gambling: $DKNG
Dividend Growth: $V
FinTech: $SQ",2021-09-01 13:50:00+00:00,29590,40,48,314,pick stock next year category industry would would go high yield dividend abbv big tech e commerce amzn reit irm small cap dmtk mid cap roku gamble dkng dividend growth v fintech sq,neu,0.3818
74,74,cinnamon_msft,"Windows Terminal Preview 1.11 is here and it's BEAUTIFUL! Tons of bug fixes and improvements, plus an acrylic title bar! ✨

https://t.co/lB2H9eNraM",2021-08-31 17:07:12+00:00,17930,29,101,459,window terminal preview beautiful ton bug fix improvement plus acrylic title bar,neu,0.7845
75,75,rhemrajani9,"💹📊 𝑫𝒂𝒕𝒂 𝒂𝒏𝒅 𝑩𝒆𝒚𝒐𝒏𝒅 📊💹:

The amount of data that will be created over the next decade, will change the way we consume, analyze, store, visualize and receive it.

$NET $CRWD $TWLO $SNOW $PLTR $SMFR $FB $GOOGL $AMZN $MSFT $SQ 🧵👇... https://t.co/gviLA0VrGn",2021-08-29 15:06:57+00:00,5141,20,64,262,amount data create next decade change way consume analyze store visualize receive net crwd twlo snow pltr smfr fb googl amzn sq,neu,0.2732
76,76,rhemrajani9,"On this day 🗓️ last year (August 26th, 2020): 

Prices for these names were...

$CRWD - $114
$SQ - $156
$PTON - $68
$NET - $38
$BEAM - $25
$MSFT - $219 
$SE - $150
$FVRR - $112
$PINS - $33
$NTLA - $20 

#Tbt #perspective 📈",2021-08-26 20:44:02+00:00,5141,25,34,298,day last year august 26th price name crwd sq pton net beam se fvrr pin ntla,neu,0.0
77,77,JasonMA_MSFT,"25 years at @Microsoft.  Some may say, ""Why would you stay at one company that long?"".  The answer is simple - I've never wanted to.  Everything I've wanted to learn, experience and do I have gotten here. #MicrosoftLife https://t.co/kKmVMQTRjK",2021-08-26 20:01:07+00:00,709,25,8,371,year may say would stay one company long answer simple never want everything want learn experience get,neu,-0.1139
78,78,charliebilello,"Returns, last 12 months...
Moderna $MRNA: +464%
Google $GOOGL: +73%
Tesla $TSLA: +63%
Twitter $TWTR: +54%
Microsoft $MSFT: +37%
Paypal $PYPL: +35%
Nas 100 $QQQ: +29%
Facebook $FB: +21%
Apple $AAPL: +18%
Salesforce $CRM: +1%
Netflix $NFLX: +1%
Amazon $AMZN: -4%
Alibaba $BABA: -43%",2021-08-26 15:42:26+00:00,311986,73,255,1203,return last month moderna mrna google googl tesla tsla twitter twtr paypal pypl na qqq facebook fb apple aapl salesforce crm netflix nflx amazon amzn alibaba baba,neu,0.1779
79,79,10YearTarget,"10 largest holdings in Vanguard Growth ETF:

$AAPL Apple
$MSFT Microsoft
$GOOGL Alphabet
$AMZN Amazon
$FB Facebook
$TSLA Tesla
$NVDA Nvidia
$V Visa
$HD Home Depot 
$MA Mastercard

How many do you own?",2021-08-26 12:22:01+00:00,11819,39,38,300,large hold vanguard growth etf aapl apple googl alphabet amzn amazon fb facebook tsla tesla nvda nvidia v visa hd home depot mastercard many,neu,0.5106
80,80,2ChaseGreatness,"$MSFT: ""We're going to invest $20B in cybersecurity over the next five years.""

$GOOG: ""Hold my beer. We're investing $30B.""",2021-08-26 11:19:38+00:00,34497,23,26,495,go invest 20b cybersecurity next five year goog hold beer invest 30b,neu,0.0
81,81,TD_Investor,"Looking for Value Stocks?
Buy these:
$MMM
$KO
$PG
$MO
$WMT
$CAT

Looking for Growth stocks?
Buy these:
$TSLA
$FB
$AMZN
$SQ
$GOOGL
$BABA

Want the best of both worlds?
Buy these: 
$AAPL
$V
$LOW
$COST
$MSFT
$UNH",2021-08-24 20:51:55+00:00,23694,8,41,278,look value stock buy mmm ko pg mo wmt cat look growth stock buy tsla fb amzn sq googl baba want best world buy aapl v low cost unh,neu,0.8126
82,82,SixSigmaCapital,"Top 10 positions (account for ~90% of all holdings)
$TSLA
$FB
$AMZN
$AAPL
$CLPT
$MSFT
$PTON
$COIN
$PLTR
$ZM

1-2% positions: $TWTR $TDOC

Rest are ~1% or &lt;1% positions",2021-08-23 22:57:13+00:00,7462,28,28,249,top position account hold tsla fb amzn aapl clpt pton coin pltr zm position twtr tdoc rest lt position,neu,0.2023
83,83,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$INTC

Industrials💰
$CAT
$HON
$LHX
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Real Estate
$O
$PLD
$STAG
$MAIN",2021-08-23 12:19:05+00:00,31704,7,68,300,find dividend stock many different sector tech avgo txn intc industrials cat hon lhx mmm retail wmt tgt cost hd healthcare pfe jnj mrk abbv real estate pld stag main,neu,0.0
84,84,EliteOptions2,"Elite Options Watchlist 💡

$ROKU 8/27 365C over 351 | Target 🎯: 366 | Stop loss: 345
$MRNA 8/27 430C over 406 | Target 🎯: 429 | Stop loss: 399
$NVDA 8/27 212.5C over 208 | Target 🎯: 213 | Stop loss: 205
$MSFT 8/27 307.5C over 304 | Target 🎯: 308 | Stop loss: 301.50",2021-08-23 00:00:05+00:00,82106,12,53,346,elite option watchlist roku 365c target stop loss mrna 430c target stop loss nvda 5c target stop loss 5c target stop loss,neg,-0.9325
85,85,StockMKTNewz,"Most innovative companies in the world of 2021

1 Apple $AAPL
2 Google $GOOGL
3 Amazon $AMZN
4 Microsoft $MSFT
5 Tesla $TSLA

What are your thoughts on this list? (Source https://t.co/uIyBQWiTuG) https://t.co/f36H53AZpK",2021-08-22 15:40:20+00:00,117587,21,47,223,innovative company world apple aapl google googl amazon amzn tesla tsla think list source,neu,0.5574
86,86,yesisworld,Let’s investigate Pelosi’s husbands 10 million dollar MSFT stock purchase.,2021-08-22 06:51:31+00:00,36424,12,117,464,let investigate pelosi husband million dollar stock purchase,neu,0.0
87,87,_noid_,"When I retired from DEFCON I was presented with this plaque. It sat on my desk at MSFT. When I left the company it disappeared. I've spent years thinking it was lost forever. Thankfully the garage needed to be cleaned out, as it led me to this https://t.co/xzgDBosyTw",2021-08-21 19:34:45+00:00,4410,6,9,244,retire defcon present plaque sit desk leave company disappear spend year think lose forever thankfully garage need clean lead,neu,0.1779
88,88,Bob_Wachter,"I still believe we're entering an era of digital transformation in healthcare. 2 years ago, I would have given EHR vendors (Epic, Cerner...), Digital Giants (Google, Apple, MSFT...), &amp; VC-funded start-ups equal odds of success. Now, I'd give start-ups the edge. Focus is key.(3/3)",2021-08-20 20:09:07+00:00,196042,17,39,253,still believe enter era digital transformation healthcare year ago would give ehr vendor epic cerner digital giant google apple amp vc fund start up equal odds success give start up edge focus key,neu,0.5719
89,89,MFHoz,"$NFLX, $MSFT, $AAPL

Wall Street rotates into FAANG pushing indices up, while many stocks keep making new lows. 

It is called manipulation.",2021-08-20 19:40:49+00:00,33793,8,23,204,nflx aapl wall street rotate faang push index many stock keep make new low call manipulation,neu,-0.5106
90,90,AlessioUrban,"MSFT chart updated

spot the financial crisis drop https://t.co/MgaGxzS7YB",2021-08-20 19:40:46+00:00,22139,28,35,280,chart update spot financial crisis drop,neg,-0.7351
91,91,Beth_Kindig,"Cloud software stocks have high expectations going forward which helps explain their high multiples. 
Here's a snapshot:

$NET $OKTA $VEEV $NOW $DT $PLAN $RNG $MSFT $WDAY $SPLK $CRM $ORCL $AKAM $VMW $KC $HPE https://t.co/2WQOYGLlnJ",2021-08-20 16:32:40+00:00,99084,11,57,241,cloud software stock high expectation go forward help explain high multiple snapshot net okta veev dt plan rng wday splk crm orcl akam vmw kc hpe,neu,0.4019
94,94,Investingcom,"*MICROSOFT STOCK TRADES ABOVE $300 FOR THE FIRST TIME IN HISTORY

$MSFT 🚀 https://t.co/rchTP4YHWP",2021-08-20 14:56:22+00:00,599465,13,99,461,stock trade first time history,neu,0.0
95,95,HyenukChu,"Ejemplo típico de ayer de Engulfing fue $MSFT, demasiado importante para no seguirlo.

Hoy gap up y continuación (GUC)

Para textbook 📗 https://t.co/9l9FZcig3g",2021-08-20 14:37:34+00:00,32960,8,11,207,ejemplo típico de ayer de engulf fue demasiado importante para seguirlo hoy gap continuación guc para textbook,neu,0.0
97,97,RitzCapital,"8/19のMad moneyをまとめました。
価格決定力のある企業の株が今はオススメと語っています。
$AMZN $MSFT $AAPL $COST $NFLX

Lightning round
$ASO $POSH $AI $SE $WISH https://t.co/skpm6Xt2r1",2021-08-20 11:51:55+00:00,6289,0,33,270,19mad money amzn aapl cost nflx lightning round aso posh ai se wish,neu,0.4019
98,98,NlCKStocks,"Scariest chart I've ever seen in my life. $MSFT monthly 
https://t.co/mwXGdPZ7va",2021-08-19 21:07:21+00:00,21054,39,16,217,scary chart ever see life monthly,neu,-0.4939
99,99,cstewartcfa,"$MSFT is crushing cash, can they keep it up? What's this cash machine worth? A 10 Year Look at FCFE  #investing #Microsoft  #stocks #money #cashflow @barronsonline @jackhough @evan_lorenz 

https://t.co/5pNr34YpWc",2021-08-18 23:58:09+00:00,1115,0,6,342,crush cash keep cash machine worth year look fcfe,neu,0.0772
100,100,cinnamon_msft,"Me: Can we go to the aquarium?

Mom: No, we have an aquarium at home.

Aquarium at home: https://t.co/m292jz9Ihm",2021-08-18 23:40:46+00:00,17930,10,36,428,go aquarium mom aquarium home aquarium home,neu,0.0
101,101,EconomyApp,"Top 5 Holdings of 20 of the best funds (June 2021).

Recurring themes:

Big tech $AMZN $FB $GOOG $MSFT $TSLA
Digital payments $MA $PYPL $SQ $V
Global e-commerce $JD  $PDD $SE $SHOP
Living with COVID $MRNA $PTON https://t.co/xzQ1sLrDv0",2021-08-18 15:40:16+00:00,4966,7,65,302,top hold best fund june recur theme big tech amzn fb goog tsla digital payment pypl sq v global e commerce jd pdd se shop live covid mrna pton,neu,0.7184
102,102,cadeinvests,"Top 10 S&amp;P 500 stocks.

1 $AAPL      - Apple
2 $MSFT     - Microsoft 
3 $AMZN    - Amazon
4 $FB          - Facebook
5 $GOOGL - Alphabet A
6 $GOOG   - Alphabet C
7 $TSLA      - Tesla
8 $BRK.B   - Berkshire
9 $NVDA    - Nvidia
10 $JPM     - JPMorgan

The worlds greatest companies.",2021-08-18 12:50:06+00:00,10106,39,116,618,top amp p stock aapl apple amzn amazon fb facebook googl alphabet goog alphabet c tsla tesla brk b berkshire nvda nvidia jpm jpmorgan world great company,neu,0.765
103,103,cinnamon_msft,You can create a Git Bash profile automatically in Windows Terminal during Git setup! 😍😍😍 https://t.co/2JI9IiTEhB,2021-08-17 21:14:07+00:00,17930,10,64,530,create git bash profile automatically window terminal git setup,neu,0.2732
104,104,Beth_Kindig,"Cloud software is set to report in the coming weeks.

Aggregate Capex at $MSFT $AMZN and $GOOGL is up 49% YoY, a sign that cloud is still in hyper growth. https://t.co/U4lIqXIgCl",2021-08-17 19:48:47+00:00,99085,12,33,235,cloud software set report come week aggregate capex amzn googl yoy sign cloud still hyper growth,neu,0.3818
105,105,charliebilello,"Last 6 months...

Facebook $FB: +33%
Google $GOOGL: +30%
Microsoft $MSFT: +20%
Apple $AAPL: +16%
Nasdaq 100 $QQQ: +10%
Amazon $AMZN: -1%
-
Alibaba $BABA: -34%
https://t.co/66SLmzdMhn $JD: -39%
Tencent $TCEHY: -42%
Meituan $MPNGF: -52%
Baidu $BIDU: -53%
China Internet $KWEB: -56%",2021-08-17 14:49:29+00:00,311986,9,104,312,last month facebook fb google googl apple aapl nasdaq qqq amazon amzn alibaba baba jd tencent tcehy meituan mpngf baidu bidu china internet kweb,neu,0.1779
106,106,LMT978,"Druckenmiller Top 25:

Heavy in mega cap growth $MSFT $AMZN $GOOGL $FB https://t.co/TmherA0LwI",2021-08-16 19:39:55+00:00,67936,11,26,226,druckenmiller top heavy mega cap growth amzn googl fb,neu,0.5267
107,107,EliteOptions2,"Elite Options Watchlist 💡

$AAPL 8/27 152.5C over 150 | Target 🎯: 156 | Stop loss: 148
$TSLA 8/20 750C over 729 | Target 🎯: 752 | Stop loss: 721
$NVAX 8/20 285C over 263 | Target 🎯: 285 | Stop loss: 256
$MSFT 8/20 295C over 290 | Target 🎯: 296 | Stop loss: 288",2021-08-16 00:00:08+00:00,82108,9,57,377,elite option watchlist aapl 5c target stop loss tsla 750c target stop loss nvax 285c target stop loss 295c target stop loss,neg,-0.9325
108,108,ChrisJBakke,"I set a goal in 2021 to invest in at least 3 billion dollar companies.

I hit that goal.

Here’s how:

▫️spent 1,000 hours attracting deal flow

▫️spent 100 hours reviewing angel pitches

▫️spent $3m writing 30 $100k seed checks

▫️gave up

▫️bought FB, GOOG, and MSFT stock",2021-08-15 17:27:28+00:00,50284,9,9,276,set goal invest least billion dollar company hit goal spend hour attract deal flow spend hour review angel pitch spend 3m write 100k seed check give buy fb goog stock,neu,0.3612
109,109,vincent13031925,"10 Years Total Returns:

$TSLA: +13,895%
$AMZN: +1,561%
$MSFT: +1,334%
$AAPL: +1,193%
$GOOGL: +872%
$QQQ: +664%
$SPY: +360%",2021-08-15 11:49:13+00:00,123664,73,181,1636,year total return tsla amzn aapl googl qqq spy,neu,0.0
110,110,charliebilello,"Q2 Revenue Growth (YoY %)
Moderna $MRNA: +6400%
Coinbase $COIN: +1042%
Tesla $TSLA: +98%
Google $GOOGL: +62%
Shopify $SHOP: +57%
Facebook $FB: +56%
Disney $DIS: +45%
Apple $AAPL: +36%
Amazon $AMZN: +27%
S&amp;P 500 $SPY: +21%
Microsoft $MSFT: +21%
Netflix $NFLX: +19%
Clorox $CLX: -9%",2021-08-13 20:52:26+00:00,311987,60,315,1399,q2 revenue growth yoy moderna mrna coinbase coin tesla tsla google googl shopify shop facebook fb disney dis apple aapl amazon amzn amp p spy netflix nflx clorox clx,neu,0.5106
111,111,msft_fml,God I wish the majority of vocals on Splice wasn't that cringe,2021-08-13 17:09:16+00:00,2697,12,6,265,god wish majority vocal splice cringe,pos,0.5859
112,112,KeepLifeInCheck,"My Top Holdings (stocks)

1. $AAPL - 62.29 shares
2. $CRWD - 29 shares
3. $VIAC - 45.5 shares 
4. $MCD - 7.2 shares
5. $PYPL - 6 shares 
6. $NFLX - 3 shares 
7. $MSFT - 5.04 shares 
8. $DIS - 8 shares 
9. $PINS - 22 shares 
10. $ABNB - 8 shares 

*Not investing advice*",2021-08-13 13:30:00+00:00,1317,25,22,246,top hold stock aapl share crwd share viac share mcd share pypl share nflx share share dis share pin share abnb share invest advice,pos,0.9571
113,113,LURIE_MSFT,"*In a #MicrosoftTeams meeting

*check to make sure I'm muted
Eat chip

*check to make sure I'm still muted
Eat chip

*check to make sure I'm still muted
Eat chip

Repeat till they're gone.",2021-08-12 20:30:58+00:00,1244,21,66,449,meet check make sure mute eat chip check make sure still mute eat chip check make sure still mute eat chip repeat till go,neu,0.7096
114,114,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$BA
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-08-12 15:57:03+00:00,31705,7,44,247,find dividend stock many different sector tech avgo txn csco industrials cat hon ba mmm retail wmt tgt cost hd healthcare pfe jnj mrk abbv telecom vz cci amt,neu,0.0
115,115,charliebilello,"Price/Sales Ratio, Aug 2011
Tesla $TSLA: 13.8x
Google $GOOGL: 5.5x
Apple $AAPL: 3.4x
Microsoft $MSFT: 3.1x
Amazon $AMZN: 2.1x

Price/Sales Ratio, Aug 2021
Tesla $TSLA: 19.3x
Microsoft $MSFT: 13.1x
Google $GOOGL: 9.1x
Apple $AAPL: 7.3x
Amazon $AMZN: 3.8x

Data via @ycharts",2021-08-12 15:55:38+00:00,311988,14,39,204,price sale ratio aug tesla tsla 8x google googl 5x apple aapl 4x 1x amazon amzn 1x price sale ratio aug tesla tsla 3x 1x google googl 1x apple aapl 3x amazon amzn 8x data via,neu,0.34
116,116,charliebilello,"Price/Sales Ratio...
Snowflake $SNOW: 102x
Shopify $SHOP: 49x
Tesla $TSLA: 19x
PayPal $PYPL: 13.8x
Microsoft $MSFT: 13.1x
Twitter $TWTR: 12.1x
Salesforce $CRM: 10.3x
Facebook $FB: 9.9x
Google $GOOGL: 9.1x
Netflix $NFLX: 8.4x
Apple $AAPL: 7.3x
Amazon $AMZN: 3.8x
S&amp;P 500 $SPY: 3.2x",2021-08-12 15:49:01+00:00,311988,65,204,1066,price sale ratio snowflake snow 102x shopify shop 49x tesla tsla 19x paypal pypl 8x 1x twitter twtr 1x salesforce crm 3x facebook fb 9x google googl 1x netflix nflx 4x apple aapl 3x amazon amzn 8x amp p spy 2x,neu,0.1779
117,117,charliebilello,"Total Returns, last 10 Years...
Bitcoin $BTC: +466,848%
Tesla $TSLA: +13,895%
Amazon $AMZN: +1,561%
Microsoft $MSFT: +1,334%
Apple $AAPL: +1,193%
Google $GOOGL: +872%
Nasdaq 100 $QQQ: +664%
S&amp;P 500 $SPY: +360%
REITs $VNQ: +189%
Bonds $AGG: +36%
Cash $BIL: +5%
Gold $GLD: -4%",2021-08-12 15:01:40+00:00,311988,113,524,1861,total return last year bitcoin btc tesla tsla amazon amzn apple aapl google googl nasdaq qqq amp p spy reit vnq bond agg cash bil gold gld,neu,0.1779
118,118,PeterLBrandt,"Wildly volatile price behavior at one phase in a market's history can appear as insignificant ripples when viewed through the lens of a longer history. $MSFT

Will the same phenomenon be true for many cryptos? $ADA $ETH $BTC https://t.co/3PlpOzfU85",2021-08-11 13:22:12+00:00,571178,126,213,1391,wildly volatile price behavior one phase market history appear insignificant ripple view lens long history phenomenon true many cryptos ada eth btc,neu,0.1027
119,119,saxena_puru,"This idea first floated around in February, but got a research note today which confirmed that LinkedIn is planning to launch gig marketplace in September 2021.  

Capitalism is brutal! 

$MSFT $FVRR $UPWK https://t.co/Sgy2aWCfco",2021-08-11 05:15:45+00:00,221715,39,37,407,idea first float around february get research note today confirm linkedin plan launch gig marketplace september capitalism brutal fvrr upwk,neu,-0.6249
120,120,1charts6,COIN NET CVNA SNAP SWCH SPT SQ SE DOCU CRWD SNOW DXCM HUBS NVDA DDOG ZI ASAN CLF SEDG STAA UPST WISH FUBO TWLO SHOP U GOOG MSFT,2021-08-10 01:05:26+00:00,39331,12,23,313,coin net cvna snap swch spt sq se docu crwd snow dxcm hub nvda ddog zi asan clf sedg staa upst wish fubo twlo shop u goog,neu,0.4019
121,121,PandaOptions,"Pandas Weekly Watchlist 🐼

$GS 410c over 400, 365p under 371.65
$MSFT 295c over 290.15, 280p under 283.89
$MU 84c over 83.14, 70p under 71.50
$UPST 145c over 140, 105p under 107
$CRM 255c over 253.50, 230p under 234
$SPCE 35c over 34.30, 27p under 28.80",2021-08-08 21:52:45+00:00,33136,11,40,264,panda weekly watchlist g 410c 365p 295c 280p mu 84c 70p upst 145c 105p crm 255c 230p spce 35c 27p,neu,0.0
122,122,techlazy_msft,"Vaccination in the future
CC CurieuxExplorer #Robotics  #AI #ArtificialIntelligence #Automation #100DaysOfCode #MachineLearning #CodeNewbie #100DaysOfMLCode #WomenWhoCode #VegaLMS
📽 via EasternStyle1 https://t.co/3K5EfdIuWw",2021-08-07 11:30:01+00:00,1511,19,131,203,vaccination future cc curieuxexplorer via easternstyle1,neu,0.0
123,123,PythiaR,"In addition to my PA which I post quarterly, I also have a second portfolio I manage for my 2 brothers. Figured I'd give you some insights into that as well. 

$TDG $GFL $MSFT $BAM $CSU.TO $INFO $CHTR $MA $FB $TMO $ROP $V $SHW $CGNX $BSX $ADSK $GRT.UN $NOW $MTCH $IAC $TOI.TO https://t.co/qH4jvtpjUW",2021-08-07 03:51:11+00:00,29352,20,12,240,addition pa post quarterly also second portfolio manage brother figure give insight well tdg gfl bam csu info chtr fb tmo rop v shw cgnx bsx adsk grt un mtch iac toi,neu,0.2732
