Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score,ticker
HyenukChu,"No es broma. Hagan el ejercicio de invertir en stock en lugar del producto.

Así hayas pagado a cuota. Te va volar la cabeza

Te dejo algunos datos y calcula cuánto sería en USD si hubieses comprado acciones de stock de AAPL en ese entonces.

Veamos... 1/n https://t.co/j1VhZ07LXD",2021-09-15 04:26:02+00:00,32777,11,15,206,e broma hagan el ejercicio de invertir en stock en lugar del producto así hayas pagado cuota te va volar la cabeza te dejo algunos datos calcula cuánto sería en usd si hubieses comprado acciones de stock de en ese entonces veamos n,POSITIVE,0.9444,neu,0,positive,0.598252833,AAPL
HyenukChu,Cuánto tendrías en acciones de AAPL si en cada lanzamiento 🚀 de nuevo iPhone compras el equivalente del teléfono 📱 por acción de la empresa?,2021-09-15 01:23:24+00:00,32777,18,14,241,cuánto tendrías en acciones de si en cada lanzamiento de nuevo iphone compras el equivalente del teléfono por acción de la empresa,POSITIVE,0.9164,neu,0,positive,0.734872818,AAPL
Trendspider_J,"That's all for tonight! Family time!

These are simply my perspectives and can change with price action, as always. Never marry any perspective. 

I hope everyone has a great night. 

Reviewed:
$SPY
$QQQ
$IWM
$AAPL
$AMZN
$AMD
$DIS
$GRWG
$ROKU
$FUBO
$GE
$DAL 
$QQQ (2018 compare)",2021-09-14 22:19:54+00:00,109690,17,12,210,tonight family time simply perspective change price action always never marry perspective hope everyone great night review spy qqq iwm amzn amd dis grwg roku fubo ge dal qqq compare,POSITIVE,0.9233,neu,0.4007,neutral,0.897012234,AAPL
BusinessFamous,"For $1,600 would you rather:

⚪️ A shiny new iPhone 13? 

⚪️ 11 shares of $AAPL",2021-09-14 18:54:26+00:00,33774,228,152,1418,would rather shiny new iphone share,NEGATIVE,0.9799,neu,0.296,neutral,0.922452509,AAPL
Stalingrad_Poor,"AAPL announces new products that actually exist and are ready to order: Sell off

TSLA announces products that will never exist and brings someone on stage dancing in a robot costume: Short Squeeze",2021-09-14 18:22:29+00:00,62005,6,28,246,announce new product actually exist ready order sell tsla announce product never exist bring someone stage dance robot costume short squeeze,NEGATIVE,0.9984,neu,0.3612,neutral,0.929787517,AAPL
squawksquare,Sell $AAPL; Buy $TSLA. You won't be disappointed like at today's event.,2021-09-14 18:21:28+00:00,25380,37,35,499,sell buy tsla disappoint like today event,NEGATIVE,0.9968,neu,-0.0516,negative,0.638785541,AAPL
MarketRebels,"$AAPL will not put plastic wrap on the iPhone 13 outer box, expects to save 600 metric tons of plastic",2021-09-14 18:15:29+00:00,128554,8,14,207,put plastic wrap iphone out box expect save metric ton plastic,NEGATIVE,0.987,neu,0.4939,neutral,0.817593575,AAPL
squawksquare,"Watching FSD 10 within $TSLA and then watching $AAPL event, you realize that Tesla is far ahead of Apple in innovation and any AI research.",2021-09-14 18:04:24+00:00,25380,38,45,611,watch fsd within tsla watch event realize tesla far ahead innovation ai research,POSITIVE,0.9968,neu,0.3818,neutral,0.860850513,AAPL
garyblack00,"$TSLA -0.5% to $739 pre-mkt. Equities mixed (SPX +0.2%, NDX flat) in front of today’s Aug CPI (+0.3% ex-food/energy) and AAPL iPhone event (1pm ET). TSLA should move higher as new EV credit takes shape, Berlin opening nears (Oct), and into 3Q qtr-end vol print (221K est, 10/2).",2021-09-14 09:41:43+00:00,85232,11,13,279,tsla pre mkt equity mix spx ndx flat front today aug cpi ex food energy iphone event 1pm et tsla move high new ev credit take shape berlin open near oct 3q qtr end vol print 221k est,NEGATIVE,0.7132,neu,0.5719,neutral,0.624638021,AAPL
DeItaone,"NEW IPHONE SOFTWARE VULNERABILITY AFFECTS MOST VERSIONS OF DEVICE - RESEARCHERS

 ISRAELI CYBER ARMS DEALER'S TOOL EXPLOITS CRITICAL VULNERABILITY IN IPHONES - RESEARCHERS
$AAPL",2021-09-13 19:16:15+00:00,380352,26,88,266,new iphone software vulnerability affect version device researcher israeli cyber arm dealer tool exploit critical vulnerability iphones researcher,NEGATIVE,0.9061,neu,-0.6705,negative,0.648883402,AAPL
BullishRippers,"Which would you choose to hold for the next 5 years?

A)
Apple $AAPL
Walmart $WMT
Bitcoin $BTC
$SE

B)
Microsoft $MSFT
Tesla $TSLA
PayPal $PYPL
Shopify $SHOP

C)
Amazon $AMZN
Facebook $FB
Ethereum $ETH
Draftkings $DKNG

D)
Google $GOOGL
Nvidia $NVDA
Square $SQ
Palantir $PLTR",2021-09-13 18:39:12+00:00,5142,234,39,241,would choose hold next year walmart wmt bitcoin btc se b microsoft msft tesla tsla paypal pypl shopify shop c amazon amzn facebook fb ethereum eth draftkings dkng google googl nvidia nvda square sq palantir pltr,POSITIVE,0.5138,neu,0.1779,neutral,0.940591395,AAPL
CryptoKaleo,"Litecoin didn't even site sauces for the Walmart news like Bitcoin did for AAPL earlier this year.

It was obviously fake.",2021-09-13 14:52:51+00:00,394026,59,14,484,litecoin even site sauce walmart news like bitcoin early year obviously fake,NEGATIVE,0.9997,neu,-0.1531,neutral,0.927008331,AAPL
garyblack00,"$TSLA +0.7% to $741 pre-mkt, as equities rebounded (SPX +0.4%, NDX +0.4%) in front of Tues Aug CPI reading (+0.3% core exp) and AAPL iPhone event. TSLA up following release of House Dem W&amp;M proposal that raises EV credit to $8K for $TSLA, and generally favorable FSD v10 reviews.",2021-09-13 09:43:50+00:00,85232,7,15,290,tsla pre mkt equity rebound spx ndx front tues aug cpi read core exp iphone event tsla follow release house dem w amp proposal raise ev credit 8k tsla generally favorable fsd v10 review,NEGATIVE,0.7984,neu,0.6908,positive,0.867872179,AAPL
MarketRebels,JPMorgan Chase reiterates $AAPL as overweight with a $180 price target,2021-09-13 04:28:20+00:00,128554,31,65,449,jpmorgan chase reiterate overweight price target,NEGATIVE,0.998,neu,-0.3612,neutral,0.821776092,AAPL
EliteOptions2,"Elite Options Watchlist 💡

$AAPL  146P  under 150  | 🎯: 145 | Stop: 152
$TSLA  700P  under 729  | 🎯: 700 | Stop: 737
$GOOGL 2750P under 2820 | 🎯: 2750 | Stop: 2834
$LULU  425C  over 417   | 🎯: 430 | Stop: 412
$LULU  410P  under 417  | 🎯: 406 | Stop: 422",2021-09-13 00:00:01+00:00,81368,6,31,218,elite option watchlist 146p stop tsla 700p stop googl 2750p stop lulu 425c stop lulu 410p stop,POSITIVE,0.999,neu,-0.8402,neutral,0.890856504,AAPL
MarketRebels,$AAPL expected to introduce the first iPhones with 1TB of storage on Tuesday,2021-09-12 22:55:35+00:00,128554,31,74,663,expect introduce first iphones 1tb storage tuesday,NEGATIVE,0.777,neu,0,neutral,0.895439208,AAPL
AbdullahMashat,"اذا مهتم بالاستثمار في العالم الافتراضي الجديد الـMetaverse وكذلك في الواقع الافتراضي VR

هذه الـ9 شركات تقود هذا المجال:
1 Facebook $FB
2 Microsoft $MSFT
3 Alphabet $GOOG
4 Sony $SONY
5 Nvidia $NVDA
6 Unity Software $U
7 NexTech AR Solutions $NEXCF
8 Qualcomm $QCOM
9 Apple $AAPL https://t.co/afNQounu7E",2021-09-12 17:47:34+00:00,181559,6,45,380,اذا مهتم بالاستثمار في العالم الافتراضي الجديد الـmetaverse وكذلك في الواقع الافتراضي vr هذه الـ9 شركات تقود هذا المجال facebook fb microsoft msft alphabet goog sony sony nvidia nvda unity software u nextech ar solution nexcf qualcomm qcom,POSITIVE,0.9855,neu,0.3182,neutral,0.90753299,AAPL
nikichain,Best investment advice I ever heard was to keep it simple. Drink starbucks every morning? Invest in $SBUX. Using an Iphone? Buy $AAPL. Trading on Binance? Rack up $BNB.,2021-09-12 13:59:36+00:00,64947,44,46,408,best investment advice ever hear keep simple drink starbucks every morning invest sbux use iphone buy trade binance rack bnb,POSITIVE,0.9907,neu,0.6369,neutral,0.907521725,AAPL
LiviamCapital,"A keep-it-simple long term growth portfolio that is hard to beat:

E-commerce: $AMZN $SE $MELI $SHOP
Fintech: $PYPL $SQ $ADYEN $V $MA
Cloud: $CRM $NOW $TEAM $TWLO $ADBE $MSFT
Digital Ads: $FB $GOOG 
Media: $NFLX
Gambling: $EVO
Consumer: $AAPL 
Semi: $NVDA $TSM $ASML",2021-09-11 16:11:41+00:00,29754,112,251,1646,keep simple long term growth portfolio hard beat e commerce amzn se meli shop fintech pypl sq adyen v cloud crm team twlo adbe msft digital ad fb goog medium nflx gamble evo consumer semi nvda tsm asml,POSITIVE,0.9934,neu,0.296,neutral,0.923803926,AAPL
cperruna,"IRA Long Term Account | Update:

My IRA is +17.1% YTD, besting my growth account by 7.9% (+9.2%).

Top 5 holdings (by size):
$FB
$AMZN
$AAPL
$GOOGL (top gainer YTD)
$V

Others (not by size):
$ARKG $COST $CVS $DIS $HD $JNJ $JPM $MSFT $NFLX $PG $SBUX $T $TDOC $TGT $VZ $WMT https://t.co/Id426R5fEn",2021-09-10 23:00:01+00:00,95825,22,24,214,ira long term account update ira ytd best growth account top hold size fb amzn googl top gainer ytd v others size arkg cost cv dis hd jnj jpm msft nflx pg sbux tdoc tgt vz wmt,NEGATIVE,0.6667,neu,0.8555,neutral,0.860978186,AAPL
ValueStockGeek,"$AAPL at a 10 P/E in 2016: They aren’t innovating and are falling behind.

$AAPL at a 30 P/E now: They’re practically a monopoly with an incredible ecosystem.",2021-09-10 21:58:36+00:00,25964,21,25,453,p e innovate fall behind p e practically monopoly incredible ecosystem,POSITIVE,0.902,neu,0.4939,neutral,0.754206002,AAPL
Investingcom,"*APPLE CLOSES DOWN 3.3% IN BIGGEST ONE-DAY DROP SINCE MAY

$AAPL",2021-09-10 21:40:23+00:00,593871,6,32,204,close big one day drop since may,NEGATIVE,0.6504,neu,-0.2732,negative,0.923161387,AAPL
glockied,"Glock’s Daily Recap💰

$AFRM 1025%
$TSLA 1120%
$AAPL 340%
$ZEV 56%
$DIS 37%
$PEP 55%
$TWTR 55%
$AMD 76%
$UBER swinging
$SPY swinging

Like if you are gonna bank with me next week. Giveaway later.❤️",2021-09-10 21:19:34+00:00,20732,13,6,224,glock daily recap afrm tsla zev dis pep twtr amd uber swing spy swing like gonna bank next week giveaway late,NEGATIVE,0.9881,neu,0.3612,neutral,0.879661143,AAPL
garyblack00,Agree with @squawksquare. Investors may be taking down risk in front of tomorrow’s 20th anniversary of 9/11. $AAPL -3.3% and $GOOGL -1.8% not helping. $tsla,2021-09-10 19:51:37+00:00,85232,26,12,314,agree investor may take risk front tomorrow 20th anniversary googl help tsla,POSITIVE,0.5066,neu,0.4767,neutral,0.83179915,AAPL
garyblack00,"$AAPL / Epic ruling will reduce profitability of AAPL App Store, assuming it stands. Ruling allows companies with apps to steer buyers to cheaper 3rd party payment methods, and where AAPL can’t take a cut. Helps $MTCH, $SNAP, $ETSY.  $GOOGL down in sympathy given own app store.",2021-09-10 16:41:28+00:00,85232,16,19,281,epic rule reduce profitability app store assume stand rule allow company apps steer buyer cheap 3rd party payment method take cut help mtch snap etsy googl sympathy give app store,NEGATIVE,0.994,neu,0.8316,neutral,0.747620165,AAPL
GerberKawasaki,Very stoked to see Sirius XM added to the tesla music options!!! Apple Music locked out of the tesla screen. Paying the price for not working with Elon. $siri $tsla $aapl $spot,2021-09-10 16:24:47+00:00,174324,42,29,545,stoke see sirius xm add tesla music option music lock tesla screen pay price work elon siri tsla spot,POSITIVE,0.7287,neu,-0.1027,neutral,0.923212528,AAPL
The_RockTrading,"Don’t laugh. I buy $AAPL calls lawsuit 1 hour later. I buy $TSLA, some one crashes their autopilot. No joke. 😂",2021-09-10 16:04:17+00:00,110653,45,8,253,laugh buy call lawsuit hour late buy tsla one crash autopilot joke,NEGATIVE,0.9985,neu,0.296,neutral,0.921340704,AAPL
squawksquare,$aapl could lose billions and billions as part of this new ruling and the stock is down less than 2%. If $TSLA lost $25.99 of revenue the stock would be down 5%. Comical.,2021-09-10 15:36:29+00:00,25380,45,18,364,could lose billion billion part new rule stock le tsla lose revenue stock would comical,NEGATIVE,0.9989,neu,-0.6597,negative,0.859208941,AAPL
LukeDonay,"FAANG is called FAANG for a reason. 

Since 2012, FAANG has returned over 2000% combined. 

$FB
$AAPL
$AMZN
$NFLX
$GOOGL

Lesson, own a FAANG name. https://t.co/pSSGqSnwTY",2021-09-10 15:10:17+00:00,8625,17,29,216,faang call faang reason since faang return combine fb amzn nflx googl lesson faang name,NEGATIVE,0.9477,neu,0,neutral,0.928483427,AAPL
DeItaone,"APPLE INTENDS TO SIGNIFICANTLY UP ITS OUTPUT OF NEW TV SHOWS AND MOVIES TO AT LEAST ONE A WEEK NEXT YEAR- THE INFORMATION
$AAPL",2021-09-10 13:03:22+00:00,380354,16,35,227,intend significantly output new tv show movie least one week next year information,POSITIVE,0.91,neu,0,neutral,0.88720119,AAPL
TD_Investor,"Some of the best Dividend/Dividend Growth stock that money can buy!

$PEP
$O
$HD
$KO
$MSFT
$MMM
$AAPL
$JPM
$PG
$JNJ
$T
$MCD
$SPG
$COST
$V
$VZ
$SBUX
$MA
$NKE
$XOM
$MO
$WMT
$BAC
$INTC
$PFE
$WBA
$IRM

Add them to your watchlist, research them and build true passive income.",2021-09-10 11:58:19+00:00,23285,36,65,421,best dividend dividend growth stock money buy pep hd ko msft mmm jpm pg jnj mcd spg cost v vz sbux nke xom mo wmt bac intc pfe wba irm add watchlist research build true passive income,POSITIVE,0.9984,neu,0.886,neutral,0.770897627,AAPL
GerberKawasaki,Stocks start higher with tech in the lead. Tesla pushing higher as they are working hard to break all their production records despite chip adversity. Other big cap techs holding strong. $amzn $tsla $msft $nvda $aapl,2021-09-09 13:57:23+00:00,174324,17,25,387,stock start high tech lead tesla push high work hard break production record despite chip adversity big cap tech hold strong amzn tsla msft nvda,POSITIVE,0.9937,neu,0.6407,positive,0.648118198,AAPL
BrianFeroldi,"Twenty years ago:

$AIG, $GE, and $XOM were the bluest of the blue-chips

$AAPL was irrelevant

$AMZN was down 72% from its 1999 high

$BABA, $CRM, and $GOOG were startups

$FB, $SHOP, and $TSLA didn't exist",2021-09-09 11:05:29+00:00,210830,13,76,630,twenty year ago aig ge xom blue blue chip irrelevant amzn high baba crm goog startup fb shop tsla exist,NEGATIVE,0.9992,neu,0,neutral,0.827966809,AAPL
ThatGuyAstro,"opening a short against $AAPL because my phone alarm never went off

fffuuuuuuccccCCCCKKKKKK",2021-09-09 00:49:55+00:00,23620,27,10,402,open short phone alarm never go fffuuuuuucccccccckkkkkk,NEGATIVE,0.9999,neu,-0.34,neutral,0.935468078,AAPL
LivinRentFree_,Ryan Leslie bought $100k worth of $AAPL in 2009 that is now worth $16M today.,2021-09-08 15:23:38+00:00,7788,28,89,562,ryan leslie buy 100k worth worth 16m today,POSITIVE,0.9687,neu,0.4215,neutral,0.888908386,AAPL
GerberKawasaki,This Doug guy almost killed tesla. Was let go. Went to apple. Wasted their time and billions on apples failed EV program. Was let go. Now Ford hired him. Hello @jimfarley98 … $tsla $f $aapl,2021-09-08 13:21:22+00:00,174324,118,100,1558,doug guy almost kill tesla let go go waste time billion apple fail ev program let go ford hire hello tsla f,NEGATIVE,0.998,neu,-0.8935,neutral,0.911040246,AAPL
MarketRebels,$AAPL price target raised from $160 to $170 at Robert W. Baird,2021-09-08 12:30:00+00:00,128557,1,31,226,price target raise robert w baird,POSITIVE,0.7518,neu,0,neutral,0.836337209,AAPL
heydave7,"Can't wait for the day that $TSLA market cap eclipses $AAPL

https://t.co/fwa5C3TGSV",2021-09-08 03:05:12+00:00,104585,12,12,336,wait day tsla market cap eclipse,NEGATIVE,0.934,neu,0,neutral,0.781501293,AAPL
reilly_mcadams,"I hear people say “oh my dad had $AMZN at $18” or “my mother had $AAPL at $20 (pre split)”

What do you guys think is going to be that stock our kids will be pissed we sold at these prices? 

Drop the ticker 👇",2021-09-08 00:18:02+00:00,4309,186,23,267,hear people say oh dad amzn mother pre split guy think go stock kid piss sell price drop ticker,NEGATIVE,0.9999,neu,-0.5859,neutral,0.890874207,AAPL
RJRCapital,"Every American needs to see this. This guy voted to print money to buy $AAPL bonds and suppress interest rates and claimed it was for the good of the economy. Meanwhile, he was trading stocks. https://t.co/EceIK0htmL",2021-09-07 20:58:43+00:00,8469,11,55,233,every american need see guy vote print money buy bond suppress interest rate claim good economy meanwhile trade stock,NEGATIVE,0.9914,neu,0.7096,neutral,0.853533983,AAPL
MarketRebels,"$AAPL iPhone 13, Watch 7 and AirPods 3 expected to be announced during online-only event later this month",2021-09-07 12:05:00+00:00,128557,1,26,225,iphone watch airpods expect announce online event late month,NEGATIVE,0.9718,neu,0,neutral,0.946010411,AAPL
zerohedge,"The Swiss National Bank’s pile of foreign exchange increased to 929.3 billion francs ($1 trillion) in August

That's a lot of AAPL stock",2021-09-07 11:39:56+00:00,1097456,7,41,227,swiss national bank pile foreign exchange increase billion franc trillion august lot stock,NEGATIVE,0.9573,neu,0.3182,neutral,0.792400897,AAPL
ThetaWarrior,"TW #FocusList 🛰️

$AAPL Calls &gt;154.98 | Puts &lt;152.34
$AMAT Calls &gt;137.89 | Puts &lt;133.24
$FSLY Calls &gt;48.23 | Puts &lt;45.58
$TWLO Cals &gt;371.51 | Puts &lt;362.94

Good luck traders! https://t.co/Ntf21wBaW5",2021-09-07 01:38:11+00:00,95086,25,54,557,tw call gt put lt amat call gt put lt fsly call gt put lt twlo cals gt put lt good luck trader,NEGATIVE,0.5465,neu,0.9062,neutral,0.876118004,AAPL
ItsSqueezy,"🍋Weekly Watchlist🍋

$AAPL Calls &gt; 155 | Puts &lt; 153.09
$MSFT Calls &gt; 303.36 | Puts &lt; 300.18
$NIO Calls &gt; 41.02 | Puts &lt; 39.6
$SHOP Calls &gt; 1588 | Puts &lt; 1537
$SPOT Calls &gt; 255.9 | Puts &lt; 243
$TSLA Calls &gt; 742 | Puts &lt; 724

It's going to be a great week. Let's go! https://t.co/j0L42kFYDO",2021-09-07 00:28:43+00:00,29264,11,64,334,weekly watchlist call gt put lt msft call gt put lt nio call gt put lt shop call gt put lt spot call gt put lt tsla call gt put lt go great week let go,POSITIVE,0.7186,neu,0.9287,neutral,0.931704164,AAPL
Albert_trades,"9/6 Options Watchlist

$NVDA over 230.5, 235c
$PYPL over 290.5, 295c
$AAPL over 155, 157.5c
$DOCU over 315, 320c
$NVAX over 264, 270c

$LULU under 384, 380p

Goodluck!",2021-09-07 00:26:02+00:00,17509,9,30,268,option watchlist nvda 235c pypl 295c 5c docu 320c nvax 270c lulu 380p goodluck,POSITIVE,0.9985,neu,0,neutral,0.929241002,AAPL
EliteOptions2,"Elite Options Watchlist 💡

$AAPL 9/10 155C over 154 | Target 🎯: 158 | Stop loss: 152
$TSLA 9/10 750C over 740 | Target 🎯: 752 | Stop loss: 733
$NFLX 9/10 600C over 593 | Target 🎯: 605 | Stop loss: 588
$GS 9/10 402.5P under 407 | Target 🎯: 400 | Stop loss: 410",2021-09-07 00:00:11+00:00,81369,7,39,302,elite option watchlist 155c target stop loss tsla 750c target stop loss nflx 600c target stop loss g 5p target stop loss,POSITIVE,0.9981,neg,-0.9325,neutral,0.549089134,AAPL
PandaOptions,"Panda's Weekly Watchlist 🐼

$NVDA 235c over 230.50, 220p under 222
$AAPL 157.5c over 155, 150p under 151.15
$PYPL 295c over 291, 280p under 284
$DOCU 320c over 315
$TSLA 760c over 744
$SNOW 315c over 310",2021-09-06 23:24:11+00:00,32718,16,47,328,panda weekly watchlist nvda 235c 220p 5c 150p pypl 295c 280p docu 320c tsla 760c snow 315c,POSITIVE,0.9922,neu,0,neutral,0.941208243,AAPL
