,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
730,IVFlow,"I shared this before &amp; I’ll share it again

I still keep this next to me while trading

It helps me stay centered in the midst of any emotional chaos

$SPY $TSLA $AAPL

Bolded quotes are my favorites btw https://t.co/huXIXcVEN7",2021-04-24 15:45:41+00:00,3579,12,76,310
731,eWhispers,"#earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $TSLA $AMD $AMZN $MSFT $FB $NIO $BA $UPS $PINS $GE $SHOP $GOOGL $QCOM $XOM $F $MMM $ABBV $ACI $TWTR $X $SPOT $TDOC $CL $V $CAT $LLY $ENPH $SAND $OTIS $SWKS $CROX $MRK $RTX $MCD $SBUX $OSTK $BP $NXPI $DPZ $BMY $MA $GLW $CHKP https://t.co/wR4Snpnea0",2021-04-24 14:36:51+00:00,282144,70,812,1960
732,Dividend_Dollar,"A stock correcting today doesn't worry me because all I'm worried about is where it will be in 20, 30, or 40 years!

$GOOGL
$DMTK
$AAPL
$RDFN
$MSFT
$CRWD
$TDOC
$SQ
$HD
$ABBV
$BRK.B
$SKLZ
$SE
$SPOT
$DIS
$SBUX
$V
$JNJ
$ROKU
$ETSY

20 stocks I think will outperform over the years",2021-04-24 14:15:00+00:00,29217,27,47,356
733,jicchamatome,"👴ビデオ速報:
来週の注目決算発表: $TSLA $GOOG $MSFT $AAPL $FB $AMZN - 全ての銘柄が良い決算を出してくると思う",2021-04-24 09:39:19+00:00,105348,5,24,515
734,NekoStocks,"来週の決算

4/26 AH $TSLA $NXPI
4/27 PM $UPS $MMM $LLY $NVS $SSTK
4/27 AH $AMD $MSFT $GOOGL $PINS $V $ENPH
4/28 PM $SHOP $SPOT $DISCA
4/28 AH $AAPL $FB $TDOC $NOW $QCOM
4/29 PM $MCD $MA $TMO $MRK
4/29 AH $AMZN $NIO $TEAM $ZEN $MVIS $GILD
4/30 PM $AZN $ABBV

テック＆ヘルスケア祭？",2021-04-24 01:58:02+00:00,29568,1,66,308
735,3X_ETF,"キャピタルゲイン増税可決されたとするやん？一説によると米国では譲渡益も配当益もキャピタルゲインに含まれるらしいんやけど、そうすると一番好まれる株は、
　①株価が安定して伸び売却不用
　②配当少なめ
　③自社株買い多め
な企業やと思う。

これ一番該当するんGAFAMで特にAAPL、MSFTやん。",2021-04-23 22:36:56+00:00,16454,5,19,243
736,Dr_Arslan_SMMM,"5. Yukarıda anlattıklarım Güney Kıbrıs gibi yerlerde açılmış aracı kurumlar vasıtasıyla hisse senedi piyasalarında çokça yapılır.

Siz o aracı kurum ile #AAPL aldığınızı düşünürsünüz, aslında hiçbirşey almamışsınızdır.

Temettü günü geldiğinde anlarsınız almadığınızı.😂

👉",2021-04-23 22:33:11+00:00,70742,1,6,204
737,TheJoyfulTrader,"$10,000 Invested 5 Years Ago:

$FB: ~$25,600
$GOOG: ~$32,200
$MSFT: ~$52,300
$AAPL: ~$57,000
$TSLA: ~$155,000
$NVCR: ~$155,500
$SQ: ~$165,000
$NVDA: ~$173,000
$AMD: ~$230,000
$ETSY: ~$240,000
$SHOP: ~$356,600
$BTC: ~$1,132,500

What future multibaggers are you buying today?",2021-04-23 14:01:00+00:00,20801,242,382,2017
738,ThetaWarrior,"DISCLAIMER: HIGH RISK #lottofriday

Keep bets small. Lock in gains quickly.

$AAPL 135C &gt;133.1 / 130P &lt;131.3
$AMZN 3330C &gt;3326 / 3295P &lt;3300
$CHWY 82C &gt;80.82 / 78P &lt;78.59
$CRM 235C &gt;233.89 / 230P &lt;229.9
$SQ 250C &gt;246.76 / 240P &lt;242.6
$W 315C &gt;312.24 / 305P &lt;305.62

Good luck! 🎲 https://t.co/hnw7Zwxesp",2021-04-23 03:41:27+00:00,95098,49,32,347
739,alsabban1982,"▪️شركات
سيارات و طاقة $TSLA
وحوش $MSFT $GOOGL
تقنيةوانترنت $AAPL $FB $AMZN
أشباه موصلات $TSM

▪️صناديق هادئة
طاقةشمسية $TAN
طاقةبديلة $ICLN
 صناعة $XLI
ادويةوصيدلة $XLV

▪️صناديق نشطة
جينات $ARKG
انترنت المستقبل $ARKW

▪️سلع☠
مناجم ذهب $GOLD $KL
مناجم عملات (ر) $RIOT $MARA $CLSK https://t.co/a4Zky15nJf",2021-04-22 19:57:46+00:00,133570,7,32,612
740,MoneySavvyMind,"I’d rather:
 
Put $2.50 into $KO rather than the coke🥤
 
Put $6 into $MCD rather than a burger🍔
 
Put $100.00 into $VTI rather than a night clubbing🥂
 
Put $500.00 into $BAC than a savings account with BAC 🏦
 
Put $1,000 into $AAPL rather than the NEWEST iPhone 📱

You?",2021-04-22 14:19:00+00:00,7745,37,71,371
741,Investingcom,"*APPLE WORKING ON IMESSAGE UPGRADES TO COMPETE WITH WHATSAPP

$AAPL $FB",2021-04-22 11:24:30+00:00,594030,11,35,279
742,Stash,"Getting bonus $AAPL stock is *almost* as satisfying as realizing the person on the other end also has a blue text bubble. #StashStockParty

8 p.m. ET 🍎 https://t.co/itRKsNPGPc 

(sorry 🤖) https://t.co/jlCp0PfCvT",2021-04-21 20:44:31+00:00,121985,76,190,459
743,TrungTPhan,"3/ Apple analyst @neilcybart says *no one* has a more well thought out product line than $AAPL:

""Computers small and light enough to be worn on the body are sold next to comps so large that built-in handles are required. All products are designed to work seamlessly together."" https://t.co/vN9W0VX7fj",2021-04-21 14:35:45+00:00,202543,1,11,269
744,GerberKawasaki,Some innovation at Apple to be excited about. They added colors to macs. For 30% more than a PC. You can get a Mac in blue. Jobs would have laughed at a 4-20 event that didn’t promote anything. An Apple bong would have gone viral for sure. $aapl,2021-04-21 13:49:24+00:00,174336,66,21,467
745,MarketRebels,$AAPL reiterated as a Buy at Needham &amp; Co with a $170 price target,2021-04-21 13:28:00+00:00,128591,10,39,274
746,StockDweebs,"$AAPL #Applestock #AppleEvent

The time to buy Apple stock is very soon. 

Anything around $100 - $110 per share will set you up for a huge trade/investment in the future.

Alerts set. https://t.co/w5ndGYRWON",2021-04-21 10:21:24+00:00,180443,19,8,305
747,Teslanomous,"Thanks $AAPL - I shall never lose my glasses again

#AirTags https://t.co/9NdLiwlKOW",2021-04-21 05:06:05+00:00,246,15,34,370
748,NorthmanTrader,"$AAPL 1970-2011: Look at all these revolutionary products

$AAPL 2021: Apple announces new iMacs in a bunch of fun colors",2021-04-20 17:56:21+00:00,304535,89,99,1139
749,Joshuajammes,"Stocks with the highest share volume on NMS (National Market System) week of 3/15 (4 week delay on publish data) 

1. $SNDL
2. $AMC
3. $AAPL

(#AMC most trades to shares on the entire market)",2021-04-19 14:07:25+00:00,47431,8,64,435
750,skaushi,$AAPL Likely to Announce Additional $50B Buyback and 10%+ Dividend Hike with Earnings Next Week - Wells Fargo Reiterates OW PT $160,2021-04-19 11:21:47+00:00,42412,10,69,507
751,Street_Insider,Apple $AAPL Likely to Announce Additional $50B Buyback and 10%+ Dividend Hike with Earnings Next Week - Wells Fargo https://t.co/XrJvvVEyOv https://t.co/4USBKQF3VL,2021-04-19 11:19:15+00:00,72498,4,65,205
752,garyblack00,"$TSLA -1.7% pre-mkt to $727, after two men died when their Tesla hit a tree at a high speed near Houston. SPX and QQQ -0.3% pre-market. 10-yr Treas ylds fell again (1.57% -1.2 bp) as new Covid cases hit a record. 1Q earnings kick into high gear. $AAPL holds an iPad event on Tues.",2021-04-19 10:58:26+00:00,85233,18,8,300
753,jaehwa,"대학생이 되던 20살때부터 매달 용돈/월급의 10%씩만 애플($AAPL)에 적립식으로 투자했다면?

작년 1월에 계산해 본 적이 있는데, 이거 계산한 후로 우량한 기업에 장기투자가 답이구나 싶었습니다.
- 투자기간: 30년
- 투자금액: 약 9천만원
- 주가*주식수: 56억원 (2020/01 기준)",2021-04-19 05:23:27+00:00,1458,8,325,585
754,PandaOptions,"Pandas Weekly Watchlist 🐼

$AAPL 136c over 135, 130p under 131
$NVDA 660c over 650, 600p under 615
$GOOGL 2350c over 2300, 2200p under 2229
$PYPL 280c over 278, 265p under 266
$WMT 142c over 141, 136p under 138
$CAT 240c over 237, 225p under 227",2021-04-18 21:59:08+00:00,32723,13,32,285
755,DividendsDad,"Investing in $GOOGL the first time I made an internet search would have been smart

Investing in $AMZN the first time I made an online order would have been smart

Investing in $AAPL the first time I bought an IPhone would have been smart

Lookout for the next smart investment 👀",2021-04-18 16:03:36+00:00,4637,71,90,665
756,jicchamatome,"👴前回好決算を出した銘柄一覧 (今回の決算にも注目)
$NFLX $AMD $MSFT $AAPL $FB $TEAM $BABA $GOOG $PYPL $PINS $U $PTON $LYFT $TWTR $TSM $INTC $SONO $AFRM $DIS $AMZN $NTR $RPRX $FVRR $ROKU $SQ $ZI $NVDA $RKT $SHAK $ZS $CRM $AMBA $VEEV $AI $ZM $BMBL $DOCU $OKTA $CRWD",2021-04-18 03:00:01+00:00,105348,13,66,669
757,melfarra123,"If you invested $10,000 into these companies ten years ago you would have: 

- $FB: $52,500 🤖
- $AMZN: $192,500 🛍
- $AAPL: $692,000 🍎 
- $TSLA: $1,250,000 🚗 

Invest long term and it will pay off! 📈",2021-04-17 16:59:36+00:00,1603,31,41,257
758,GerberKawasaki,Apple paying musicians a full penny per stream. Hard to get excited but it’s actually twice what artists are typically paid. It’s time for these billions dollar companies pay the artists who support this oligopoly. Spotify needs to step up. $spot $aapl,2021-04-17 16:45:41+00:00,174336,23,37,355
759,garyblack00,I don’t see the connection between $NIO and $TSLA. TSLA is eating NIO’s lunch in China.  Selling TSLA today because NIO is going down would be like selling $AAPL when Nokia was getting crushed as iPhone destroyed Nokia’s business. https://t.co/ZZ9ol8nJXZ,2021-04-15 16:33:17+00:00,85233,48,28,497
760,Canny4,For all the hoopla about being at highs etc. I find setups to still be lacking and several of those have been stuffed. Much of the momentum sectors are getting sold hard. But all is well bc AAPL AMZN FB MSFT NVDA NFLX are strong. Mkt feels very thin and narrow kinda like my hair.,2021-04-15 15:37:47+00:00,66671,25,10,273
761,SatoshiAlien,"Portfolio Update:
$ROKU 25% $PINS 12% $SHOP 11.3% $FSLY 6.9% $AAPL 6.3% $SE 5.9% $NVDA 5.8% $U 5.3% $DIS 4.5% $TWLO 3.6% $NVTA 3.4% $PD 3.4% $SQ 2.5% $JMIA 2.2% $CMLF 1.3% $ONDS .8%",2021-04-15 10:57:11+00:00,8940,21,17,289
762,JunkoSu22993224,"Apple and Chainlink. 
$Link and $Aapl",2021-04-14 21:18:37+00:00,23075,23,27,373
763,MarketRebels,JPMorgan sets $150 price target for $AAPL,2021-04-14 12:24:57+00:00,128592,8,59,422
764,_El_Profesorr,"If anyone loaded up $AAPL sub $120, $AMZN sub $3k and $TSLA sub $600 during the tech correction you are now being rewarded

Perfect example of patience paying",2021-04-14 12:02:25+00:00,20199,31,49,639
765,Binance_Turkish,".@CoinMarketCap verilerine göre Kripto para piyasasının tamamı şu anda 2,26 Trilyon USD.

Kripto paraların tamamının toplamı şu anda tek bir şirket ile aynı değerde: Apple $AAPL. https://t.co/Bvu6wgy6H4",2021-04-14 07:07:27+00:00,368769,39,10,234
766,binance,"The entire crypto market cap is now $2.26 trillion according to @CoinMarketCap.

Every crypto combined is currently valued the same as just one company: Apple $AAPL. https://t.co/JUNhn6XsRd",2021-04-14 07:02:29+00:00,5217729,362,966,5044
767,tradingview,"Market caps

1. Apple $AAPL $2.2 trillion
2. All cryptos combined $2.1T
3. Microsoft $MSFT $1.9T
4. Aramco $1.8T
5. Amazon $AMZN $1.7T
6. Alphabet $GOOGL $1.5T
7. #Bitcoin $1.2T
8. Facebook $FB $890B
9. Tencent $760B
10. Tesla $TSLA $730B

Note: Gold market cap ~$10 trillion",2021-04-13 19:35:01+00:00,318109,40,256,1124
768,Investingcom,"*APPLE ANNOUNCES APRIL 20 PRODUCT LAUNCH EVENT

$AAPL 4/20",2021-04-13 18:52:46+00:00,594040,18,99,636
769,RampCapitalLLC,"I hate when people say $AAPL doesn’t innovate anymore.

For instance, take the AirPods Pro.

A stunningly efficient device that has essentially rendered Q-tips useless.

Second order effects.",2021-04-13 17:22:29+00:00,258660,15,8,364
770,QuintenFrancois,"The total #crypto market cap is now worth more than Apple $AAPL ($2.2 trillion).

This industry is still small. ⌛️",2021-04-13 09:37:22+00:00,70621,6,25,208
771,MarketRebels,"Unnamed $AAPL employee: ""The #1 most difficult [reason] to leave the Apple universe app is iMessage… iMessage amounts to serious lock-in""",2021-04-10 20:30:00+00:00,128592,24,23,305
772,truth_tesla,"Tesla is a much bigger growth story than AMZN or AAPL: hyper-growing into 3 new markets that will each have $5+ trillion dollars sales, per year:

✅ electric vehicles
✅ renewable energy storage
✅ autonomy

Apple got to $2t valuation by growing into the $0.6t smartphone market. https://t.co/SjBtDKgfx6 https://t.co/Rdqb8ZBWsw",2021-04-10 18:00:26+00:00,23066,9,38,300
773,PandaOptions,"Time for some Chart Requests! 🐼
 
- Limit 1 per person
- No penny stocks
- Will do as many as I can 

Please Like and Retweet! Thank you

$SPY $AMZN $AAPL $BA $NFLX $GOOGL $SHOP $TSLA $AMD $ROKU $NVDA $FB $TTD $PYPL $DOCU $CCIV $ETSY $SQ $MSFT $BABA $ZM #StocksToWatch",2021-04-10 15:01:47+00:00,32723,196,65,269
774,nobutaro_mane,"世界一の企業であるAAPLについてオニール流に徹底的に分析したぞい！FBに続き大作じゃ。

✅ 事業概要とビジネスモデル
✅ 直近決算とガイダンス
✅ 2009年からの業績推移
✅ オニール流のCANSLIM分析で評価
✅ 狙うべき買ポイントはどこなのか？

https://t.co/hgTYy3vvsB",2021-04-10 11:19:41+00:00,16592,2,24,225
775,anandchokkavelu,$AAPL made almost 3 times as much PROFIT last year as $SBUX had SALES.,2021-04-10 11:03:00+00:00,20260,27,36,440
776,AbdullahMashat,"اليوم الساعة 5 العصر بتوقيت السعودية على تويتر Spaces

بنشرح ازمة الـSemiconductors شبه الموصلات (الشرائح) بشكل سريع وتأثيرها على الشركات والافراد

اذا مستثمر في: $AAPL $AMD $NVDA $TSM او شركات تقنية/شركات سيارات اذا الموضوع مهم انك تفهمه

الهدف شرح طبيعة القطاع للمستثمرين https://t.co/QJ48vD3dEE",2021-04-10 08:55:22+00:00,181617,17,39,287
777,10_5_6_5,"1/3) Aos poucos a mão que balança o berço vai aparecendo.

A Procter &amp; Gamble ajudou a desenvolver uma técnica que está sendo testada na China para coletar dados do iPhone para anúncios direcionados, uma etapa que visa dar às empresas uma maneira de contornar a AAPL da Apple Inc. https://t.co/AfaEykx07O",2021-04-10 06:03:08+00:00,39717,2,82,257
778,RampCapitalLLC,$AAPL up 7 days in a row,2021-04-09 14:28:36+00:00,258660,23,5,216
779,cadeinvests,"Stocks off of highs right now.

If you liked them a couple months ago you should really like them now.

$PLTR -40%
$TDOC -38%
$FVRR -30%
$PTON -26%
$IIPR -26%
$TSLA -22%
$PENN -21%
$CRWD -16%
$AAPL -13%

Don’t miss a discount opportunity for companies you believe in.",2021-04-09 00:14:57+00:00,9950,13,41,353
780,appleinsider,"With #Apple predicted to sell a record-breaking 240 million #iPhones in 2021, Wedbush has named $AAPL one of its top technology stocks heading into the earnings report season. https://t.co/sGFK05mQTS https://t.co/llDFpb6iAY",2021-04-07 15:26:32+00:00,567667,5,18,222
781,GerberKawasaki,Great news. Apple is going to start protecting our data from  Facebook theft. #DeleteFacebook $FB $AAPL https://t.co/d1fjlZjLYq,2021-04-07 13:43:33+00:00,174337,12,25,258
782,realMeetKevin,"#Coinbase Could easily be a $1,200 stock when it direct lists. Then, Coinbase would be smart to do a 10:1 split. Which even though we know that changes NOTHING fundamentally, you can't argue the boost #tsla and #aapl got from their splits. VERY profitable business.",2021-04-07 00:44:45+00:00,160693,29,36,603
783,tapazou29,"Apple【AAPL】の銘柄分析です。競争激しいスマホやPC、タブレットで強みを持つ企業ですが、他とは一線を画する利益率の高さを誇ります。提携先のストレイナーさんから諸データを拝借しています。
Apple【AAPL】の銘柄分析。投資家に大人気のGAFAMの一角。 - たぱぞうの米国…
https://t.co/2DSGggw5nw",2021-04-06 22:00:28+00:00,106378,1,25,292
784,HyenukChu,"Gracias por acompañarnos en Análisis Premarket y compartir.
UG SNAP WYNN
PT AAPL PTON JOAN
News CS GM
Patrones GOLD 
Enfoque FAANNGMT",2021-04-06 13:37:28+00:00,32782,18,10,208
785,garyblack00,"If 10yr Treas ylds remain stable, FAANG+MT stocks should outperform as we enter the 1Q earnings period. With strong post-covid revenues and leveraged cost structures (no travel, working from home), 1Q earnings and guidance should be excellent. $aapl $msft $googl $amzn $fb $tsla",2021-04-06 11:49:56+00:00,85233,12,22,391
786,ThetaWarrior,Great explanation of what we saw happen in $AAPL today. This is a common occurrence in the options market; often the tail is what wags the dog. https://t.co/DvBucAOxqo,2021-04-05 22:18:25+00:00,95096,18,64,390
787,3X_ETF,"私言いましたよね？
私が億り人になった必勝法は
「AAPLが下げた時にTECL買うだけ」って😤

有料Note一万円分の情報ですよ？🤗 https://t.co/DgVzIpaPfF",2021-04-05 21:32:34+00:00,16455,5,49,655
788,GerberKawasaki,"Hey @tim_cook - half the calls I get say ""scam likely"" in the ID.  How about you just block those... Thanks. $AAPL @Apple",2021-04-05 21:25:16+00:00,174337,28,7,211
789,iamtomnash,This deal is an admission by $AAPL that they screwed up. What you have here ladies and gents is a cataclysmic event. Please welcome Apple to the club of those who understand what $TSLA really is. #Energy https://t.co/cFP7BhV8jn,2021-04-05 15:01:06+00:00,27072,16,31,214
790,carlquintanilla,"&gt; @tim_cook came to play. 🔥

(via @karaswisher) $AAPL 
https://t.co/geP3dQCVKN https://t.co/4a89CEbaEb",2021-04-05 12:11:02+00:00,315094,21,84,634
791,unusual_whales,"Let's look at Pelosi:

- Feb 2020 bought 6mil of $AMZN + $FB, after exercising calls she got in 2019.
- Dec 22 2020, was against stimulus. Husband bought deep ITM $TSLA, $AB, $AAPL calls. She is for stimulus next day.
- Pelosi bought $MSFT, $AXP, $PYPL, $DIS, $GOOG calls as well https://t.co/Jr7GZ2KpP9",2021-04-05 04:15:39+00:00,307231,19,145,516
792,ThetaWarrior,"$THETA Weekly Watchlist 🛰️

$AAPL Calls &gt;124.24
$AMZN Calls &gt;3182.15 / Puts &lt;3131.71
$CHWY Calls &gt;84.25 / Puts &lt;81.67
$GOOGL Calls &gt;2145.14 / Puts &lt;2086.22
$SNOW Calls &gt;243.04 / Puts &lt;229.27
$TSLA Calls &gt;701.03 / Puts &lt;656.12

Good luck traders! https://t.co/yyPb5zzcAC",2021-04-05 03:54:48+00:00,95096,36,55,461
793,kevintrades,"Options Watchlist for the week:

MSFT 
CRM 
AMZN 
NEE 
FB
RIOT
AAPL",2021-04-04 19:28:00+00:00,16440,3,16,218
794,MarketRebels,$AAPL AirPods 3 expected to be revealed at surprise April event,2021-04-04 17:45:00+00:00,128597,19,54,416
795,garyblack00,Many ask me how Adam Jonas is the #3 rated analyst on $TSLA when he’s often negative. Toni Sacconaghi #1 on $AAPL is the same. That’s a big diff between institut’l and retail investors. Ptf  mgrs like analysts who are bullish AND quantify the risks. Many retail investors hate it.,2021-04-04 12:48:46+00:00,85233,43,21,770
